Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
125	866.05383	20.502043	894.0647	843.06036	1000.0	73.52416	6.9516673	102.807396	47.743687	630000	-2.0980835e-09	334.46698	-0.041980892	-58.015717	5.15678	0.011746798	0.2606	79.0	1529.3828802108765
126	875.47217	53.15159	930.45636	773.7141	1000.0	84.99209	11.836145	128.79405	54.011963	635000	-1.27792354e-08	403.81995	-0.052578274	-148.33922	5.2558866	0.013321199	0.2678	79.0	1542.2045423984528
127	901.02277	44.95958	955.9676	820.2041	1000.0	83.00651	7.6929016	105.26139	36.304543	640000	-8.9645384e-09	369.87936	-0.031186938	-171.12964	5.160347	0.016272774	0.2238	16.0	1554.5986111164093
128	910.6652	9.579102	923.98773	901.3847	1000.0	83.15355	11.966278	116.989174	56.45155	645000	2.784729e-08	356.39804	-0.046746273	-132.39537	5.266595	0.008875683	0.2246	79.0	1566.9849872589111
129	897.7038	36.1836	952.33813	845.3087	1000.0	77.63007	13.548009	122.85354	32.416157	650000	2.2888185e-09	356.5804	-0.027489495	-112.07782	5.215081	0.015934186	0.1634	15.0	1579.9076001644135
130	872.985	48.02996	933.79974	817.7155	1000.0	78.89458	11.2961235	125.50166	44.70279	655000	-2.0980835e-09	345.9034	-0.033757914	-126.39459	5.245187	0.015390616	0.2184	28.0	1592.510141134262
131	915.4406	15.236305	940.87	899.9023	1000.0	76.9401	13.665301	113.29839	12.103935	660000	1.6784668e-08	386.5759	-0.009365968	-221.68785	5.231168	0.010925778	0.1334	4.0	1604.1582627296448
132	894.4684	27.956398	922.0771	852.73895	1000.0	74.929726	18.178833	115.93112	1.3253112	665000	1.2207031e-08	514.6563	-0.027224302	-272.49084	5.199084	0.016628884	0.2024	15.0	1616.2707538604736
133	912.53467	23.931316	941.04663	872.93677	1000.0	88.51502	6.9634748	116.43269	44.400593	670000	-1.411438e-08	415.79565	-0.046519138	-189.97453	5.118027	0.00751931	0.27	79.0	1628.3542034626007
134	942.21375	21.822126	976.8582	908.94653	1000.0	82.47125	8.85438	114.23368	58.506718	675000	-2.0980835e-09	286.54535	-0.026398974	-87.06207	5.138564	0.015269226	0.2076	17.0	1641.1274542808533
135	928.14716	42.04766	994.60486	881.8287	1000.0	87.12162	8.910746	111.05212	57.11738	680000	-3.4332275e-09	348.9615	-0.04452946	-102.61516	5.1064234	0.014625232	0.2504	79.0	1653.960128545761
136	889.58203	43.307487	952.6563	825.14526	1000.0	83.18546	16.417366	112.28366	5.7131014	685000	-4.196167e-09	359.75403	-0.010316619	-165.68448	5.2001987	0.015820894	0.2212	4.0	1666.5899171829224
137	925.7899	16.786413	946.3063	895.37195	1000.0	87.57771	6.7821426	117.17792	69.15994	690000	4.196167e-09	373.763	-0.0058516157	-93.535736	5.1526866	0.015835276	0.243	3.0	1678.6641409397125
138	893.04034	32.566772	941.4039	848.70404	1000.0	80.5491	10.579654	105.944824	31.07569	695000	8.5830685e-09	285.29138	-0.016442986	-48.128555	5.1418576	0.018008737	0.2404	10.0	1690.394653558731
139	889.1659	49.50682	952.4114	808.19293	1000.0	75.9865	16.100712	116.56474	26.541622	700000	-1.7547608e-08	431.0306	-0.027783599	-152.58017	5.0781374	0.015973119	0.1934	21.0	1702.470885515213
140	929.7673	28.7898	983.17737	897.01544	1000.0	83.52654	5.8166924	104.524475	65.89642	705000	-6.1035155e-09	420.0165	-0.04240471	-68.04346	5.0979295	0.007144853	0.2676	79.0	1714.9742267131805
141	925.7069	23.846603	961.1154	899.2028	1000.0	83.489716	7.3302007	110.84351	57.96602	710000	8.773804e-09	337.3677	-0.0226304	-61.64627	5.0937314	0.015395749	0.2256	16.0	1724.9502429962158
142	938.6159	44.693756	975.6591	870.59296	1000.0	85.89131	7.994226	109.50657	63.83955	715000	8.392334e-09	410.7877	-0.00979909	-110.03104	5.1070375	0.015817907	0.2114	4.0	1736.2162461280823
143	943.277	15.0734625	970.77594	928.67194	1000.0	90.466484	4.794108	106.75773	72.798035	720000	1.039505e-08	341.10333	-0.03202121	-74.170685	5.0932508	0.0069623864	0.2056	79.0	1748.2905251979828
144	951.4862	41.909176	1001.4637	874.18304	1000.0	83.42064	11.533817	109.899574	52.08221	725000	1.1253357e-08	480.1245	-0.04457028	-131.21259	5.123314	0.010503795	0.2576	79.0	1761.222873210907
145	927.4207	16.095694	946.65857	899.99713	1000.0	89.03835	6.987813	116.94582	69.80193	730000	6.4849854e-09	381.2023	-0.043140937	-61.281494	5.105489	0.013606992	0.2664	79.0	1773.643667459488
146	926.5582	28.702965	967.1352	882.4875	1000.0	85.42828	5.597842	107.06946	61.15898	735000	5.722046e-10	316.90472	-0.008617148	-68.426346	5.0976033	0.020057242	0.252	3.0	1785.6252365112305
147	940.12463	26.396053	980.1219	898.543	1000.0	77.19197	11.388526	113.03242	35.02166	740000	-6.866455e-09	443.2964	-0.0193807	-169.36102	5.1046414	0.016997408	0.1822	8.0	1797.0322844982147
148	943.2609	24.994795	979.729	904.60834	1000.0	89.38522	8.128301	112.82225	46.130207	745000	1.27792354e-08	398.73828	-0.02814112	-65.19409	5.0862966	0.016296754	0.2566	16.0	1809.0403633117676
149	935.0698	33.647713	976.7255	880.35864	1000.0	85.766426	8.273092	110.287735	45.226982	750000	-2.2888185e-09	347.81464	-0.01122848	-50.252533	5.0914345	0.014292132	0.1898	5.0	1820.9329545497894
150	936.2223	12.529778	951.0211	919.6855	1000.0	86.5982	7.864879	111.612686	53.10094	755000	-4.7683715e-09	368.3325	-0.008618935	-130.28918	5.042347	0.019477725	0.2332	4.0	1827.4176239967346
151	935.9383	42.533604	997.96814	867.43005	1000.0	89.14266	10.591964	130.61821	59.336155	760000	-1.3542175e-08	385.97906	-0.0065568886	-77.44406	5.0065436	0.020793337	0.2926	3.0	1833.5368587970734
152	926.2733	45.37245	976.44434	842.86395	1000.0	83.05251	10.754459	119.05967	58.112263	765000	0.0	356.33258	-0.009532795	-61.44864	5.0712314	0.014639738	0.207	4.0	1845.1033880710602
153	938.87537	23.17494	964.70306	908.923	1000.0	86.32871	9.976802	119.92127	58.204147	770000	6.1035155e-09	412.32376	-0.009975394	-81.224396	5.100422	0.011364493	0.1812	4.0	1856.3566620349884
154	887.0721	78.444534	969.57074	741.3028	1000.0	86.293724	10.938042	122.705666	53.719727	775000	1.0871887e-08	526.4142	-0.042492498	-252.24957	5.0976195	0.015321301	0.218	43.0	1868.1296036243439
155	901.0239	31.216547	937.5158	857.6538	1000.0	82.65603	8.21535	110.05714	28.964403	780000	-8.5830687e-10	435.6448	-0.014076136	-167.51764	5.1025076	0.014855554	0.2122	5.0	1878.4433546066284
156	905.7868	40.97882	960.43396	857.34485	1000.0	81.88546	12.60782	118.42752	47.889057	785000	5.912781e-09	382.19254	-0.055411566	-117.8082	5.0820694	0.011114866	0.3216	79.0	1891.2759320735931
157	952.58435	28.498404	1003.38635	925.0994	1000.0	84.91819	7.608942	115.67912	62.33883	790000	-4.196167e-09	393.04333	-0.047004204	-69.52203	5.0146017	0.00896579	0.2802	79.0	1903.4065687656403
158	936.3348	32.672638	976.91846	899.4718	1000.0	84.44085	8.623678	118.567635	55.968094	795000	8.773804e-09	390.01624	-0.0229235	-92.33978	4.9302707	0.015380797	0.2348	14.0	1915.6789739131927
159	932.3119	37.501072	981.98645	874.1295	1000.0	87.8336	9.882049	116.794716	63.934597	800000	7.6293943e-10	387.04974	-0.030418333	-90.93268	5.001154	0.014811009	0.2212	25.0	1927.9072284698486
160	969.18195	25.347536	998.5507	929.23865	1000.0	85.91704	9.035702	123.46499	60.091938	805000	2.5558471e-08	384.8215	-0.052934512	-79.54535	4.9603972	0.011330887	0.2744	79.0	1940.5001528263092
161	927.3908	18.132872	950.684	899.3248	1000.0	81.14715	12.937411	117.5643	27.890951	810000	5.340576e-09	434.6502	-0.011777704	-149.97382	4.932621	0.017933162	0.1774	4.0	1952.6275463104248
162	962.1266	31.09858	996.92957	920.41003	1000.0	85.37346	8.681223	115.31949	62.996902	815000	6.866455e-09	349.71906	-0.0172338	-64.49213	4.9119244	0.015112564	0.1862	10.0	1964.818353176117
163	906.26794	67.59218	983.3294	782.77924	1000.0	86.27264	10.969207	120.48863	38.99326	820000	-2.861023e-09	475.8072	-0.022823654	-136.39175	4.9299674	0.01944682	0.18	10.0	1976.8981981277466
164	973.90466	22.412682	1001.18915	938.96857	1000.0	82.284904	9.980945	118.26168	44.113377	825000	-4.577637e-09	511.8101	-0.02299795	-182.80475	4.9140034	0.0156841	0.2454	12.0	1988.7479739189148
165	939.25183	76.721535	999.0128	789.75964	1000.0	88.12923	10.890968	124.73914	58.738693	830000	6.6757204e-09	429.97025	-0.024495311	-104.243256	4.871085	0.015793245	0.2142	12.0	2000.5476830005646
166	1031.7524	45.069412	1119.073	993.835	1000.0	86.6039	11.553895	121.67058	51.45425	835000	3.185272e-08	487.22556	-0.022130424	-209.62952	4.8079085	0.015091669	0.2216	12.0	2012.703646659851
167	981.6867	46.34361	1065.1378	925.6429	1000.0	90.8995	12.006257	124.40889	42.518528	840000	6.866455e-09	461.402	-0.027956361	-198.53043	4.890388	0.015478424	0.2376	15.0	2022.8418838977814
168	1010.3289	33.635704	1051.372	963.27765	1000.0	89.51022	12.639275	132.29393	51.41959	845000	4.196167e-09	534.025	-0.023065954	-193.11331	4.886729	0.0189495	0.199	10.0	2035.3959634304047
169	948.2907	42.648327	976.5677	863.69073	1000.0	94.02154	11.7513685	126.55498	49.425938	850000	1.7929077e-08	427.6464	-0.032882128	-193.21445	4.932141	0.015818141	0.2412	16.0	2047.7553210258484
170	980.8075	23.534899	1020.91876	955.78534	1000.0	89.697525	11.67625	133.52257	37.13536	855000	-1.449585e-08	461.3288	-0.057268076	-92.92691	4.9146686	0.015044986	0.325	77.0	2060.0407106876373
171	986.97833	58.114426	1040.3126	874.5813	1000.0	81.10511	14.727706	115.7244	46.447136	860000	-3.8146974e-09	566.1018	-0.014672932	-166.94165	4.8250003	0.015240253	0.2178	5.0	2072.0004572868347
172	957.65906	50.946247	1041.8318	882.1769	1000.0	92.09884	8.738524	119.74919	61.56787	865000	1.6403199e-08	534.5827	-0.060155313	-151.54456	4.854731	0.011742267	0.3052	79.0	2084.067115545273
173	944.1325	108.126976	1037.3214	737.86523	1000.0	80.2403	15.551514	114.91662	27.43662	870000	2.7656555e-09	404.33966	-0.012138304	-112.78934	4.7641845	0.01514927	0.215	4.0	2095.6670794487
174	974.12195	52.60324	1021.37506	876.6016	1000.0	94.66845	10.002074	129.37213	56.84201	875000	-1.9073486e-10	474.68036	-0.011685804	-128.02786	4.8228345	0.017511882	0.2062	4.0	2107.6327047348022
175	1007.92664	27.62663	1059.1313	978.3603	1000.0	87.02471	13.741692	119.815414	44.03491	880000	3.4332275e-09	484.93225	-0.023702377	-128.24557	4.790484	0.01723645	0.225	12.0	2120.147139072418
176	998.2201	48.064	1048.1849	916.20074	1000.0	94.578186	10.115133	128.8582	63.977955	885000	7.152557e-09	483.4881	-0.014083205	-188.66595	4.7527823	0.015429093	0.17	5.0	2132.849341392517
177	1010.3146	43.34917	1060.9269	940.7841	1000.0	88.72127	11.959239	121.13006	55.537426	890000	1.2016296e-08	452.0328	-0.0138867	-96.00375	4.796068	0.014554941	0.1594	5.0	2145.2438373565674
178	986.6136	42.964718	1061.5397	937.4968	1000.0	92.481026	9.822294	129.44244	67.996025	895000	-1.4877319e-08	379.59128	-0.0504606	-69.23999	4.8072734	0.00891955	0.2862	79.0	2157.510626077652
179	1010.51544	45.294456	1067.3701	951.75305	1000.0	88.92352	15.593833	127.11507	50.07071	900000	3.9100647e-09	534.6084	-0.04157893	-157.58536	4.7463484	0.016019238	0.2256	26.0	2170.288123369217
180	1043.6621	19.23254	1065.5676	1008.95306	1000.0	94.182976	10.370072	119.34067	52.578114	905000	7.6293943e-10	484.5745	-0.017517645	-164.98203	4.7306576	0.014416418	0.1586	5.0	2182.8532366752625
181	954.2041	91.54884	1048.7584	781.0535	1000.0	91.938	13.691477	124.32153	33.70327	910000	2.002716e-09	469.32474	-0.008213935	-116.33682	4.764629	0.018903375	0.2566	3.0	2195.077061891556
182	1023.83594	36.33479	1074.4564	977.7114	1000.0	87.299034	13.79258	124.86415	29.333055	915000	4.9591065e-09	532.4619	-0.010607567	-180.69598	4.7468405	0.016547872	0.1644	4.0	2207.2601084709167
183	1021.4152	74.171196	1079.2115	877.2474	1000.0	96.163574	12.689686	135.1377	50.02658	920000	1.4686584e-08	550.9018	-0.055288926	-228.80374	4.734569	0.008726558	0.3128	79.0	2219.8530101776123
184	990.8215	80.01101	1085.9944	852.93646	1000.0	95.54926	12.138366	128.00058	55.97679	925000	1.1825562e-08	568.5242	-0.025234459	-211.10785	4.7142935	0.015321396	0.2286	11.0	2232.5617401599884
185	984.6813	80.66792	1090.1931	859.77435	1000.0	88.319466	10.989453	121.3703	60.94053	930000	7.820129e-09	543.6355	-0.023772975	-104.31531	4.7092643	0.015379657	0.2366	13.0	2245.2966566085815
186	937.50916	96.05599	1071.4153	794.3427	1000.0	89.05693	15.752003	132.94485	38.260918	935000	-6.866455e-09	553.5482	-0.027694738	-245.68494	4.776252	0.018046813	0.2488	12.0	2257.4474153518677
187	1081.402	34.662106	1143.5253	1041.3372	1000.0	90.30018	10.883943	131.11589	61.880566	940000	9.727478e-09	666.2042	-0.02709045	-237.97037	4.7299623	0.015985342	0.2396	13.0	2269.3791749477386
188	1040.234	82.77638	1107.5496	878.6002	1000.0	95.80249	13.485075	128.32729	26.89438	945000	-9.536743e-09	435.28726	-0.059158467	-137.13336	4.746669	0.011796789	0.3308	79.0	2281.4801568984985
189	1034.2733	52.585426	1133.3317	982.3736	1000.0	95.909935	10.130777	129.77136	60.979565	950000	-5.722046e-10	521.048	-0.055867027	-158.83606	4.660337	0.0068300003	0.2998	79.0	2293.876467704773
190	1057.9836	24.131704	1102.4098	1035.2506	1000.0	91.885414	12.759225	135.30269	63.249924	955000	-1.2207031e-08	512.3524	-0.015104953	-121.0296	4.670087	0.016625877	0.1932	5.0	2306.041776418686
191	1074.2668	22.155252	1116.5978	1056.2606	1000.0	96.62398	11.650686	130.44528	57.44533	960000	9.536744e-10	431.1969	-0.013631967	-65.86664	4.682372	0.016235083	0.2648	5.0	2318.5336122512817
192	1002.73914	81.725334	1106.2566	912.54224	1000.0	99.3243	14.752433	133.19693	43.883926	965000	2.9754638e-08	628.30774	-0.055176117	-265.13748	4.700165	0.009708505	0.301	79.0	2330.858950138092
193	1047.2268	38.567104	1118.0509	1010.81824	1000.0	92.59125	13.562192	124.6978	52.55433	970000	5.722046e-10	648.862	-0.023644071	-230.58136	4.625596	0.015379731	0.2132	13.0	2342.8515634536743
194	1090.7812	35.803883	1151.6707	1049.729	1000.0	97.82863	10.712253	133.04225	67.40434	975000	-9.536743e-11	602.71106	-0.05687179	-102.72427	4.651986	0.0074993377	0.3084	79.0	2355.855366706848
195	1047.3729	45.26489	1130.6278	1000.7431	1000.0	92.94572	13.083295	128.26303	44.71263	980000	-5.340576e-09	473.2826	-0.015776444	-142.75	4.6245203	0.015720997	0.1444	5.0	2368.5064861774445
196	1087.0087	61.47453	1165.8538	993.70667	1000.0	98.06863	11.626798	131.73276	69.754425	985000	6.1035155e-09	662.41235	-0.023540827	-257.9108	4.596482	0.015913678	0.2108	10.0	2380.2807018756866
197	1051.2039	38.192993	1109.8037	1015.47675	1000.0	97.35152	13.064508	129.82468	59.844116	990000	-6.866455e-09	547.75116	-0.032950286	-146.69037	4.595179	0.01594779	0.2596	16.0	2392.6684148311615
198	1040.8068	47.59619	1104.1249	957.34283	1000.0	97.76548	9.046343	124.3852	69.268	995000	7.6293943e-10	520.1343	-0.020669684	-117.88849	4.58613	0.017421823	0.1892	10.0	2404.733015060425
199	974.897	112.61022	1079.5759	758.76	1000.0	92.20536	14.061794	120.56563	37.396732	1000000	3.8146974e-09	477.17316	-0.02011879	-141.99985	4.6049976	0.015792334	0.2026	8.0	2416.787177324295
200	1099.0247	46.181602	1138.0922	1010.30786	1000.0	93.579124	9.05609	119.26456	52.271046	1005000	1.0490417e-08	608.2417	-0.05305203	-188.40369	4.502931	0.014057509	0.3044	79.0	2429.472454547882
201	1078.2544	40.321396	1113.8171	1000.4224	1000.0	99.45364	11.888014	132.71828	67.43762	1010000	1.1444092e-09	599.8478	-0.029530333	-159.00858	4.4752083	0.016752113	0.2072	16.0	2441.426327228546
202	1036.9569	67.84324	1097.4446	917.21265	1000.0	90.517914	14.40567	121.366325	48.293457	1015000	-2.2888185e-09	519.7627	-0.036727976	-175.59811	4.496993	0.0155682955	0.2306	24.0	2447.6225397586823
203	1085.4619	53.301407	1176.112	1027.8127	1000.0	103.58746	8.28594	126.62926	75.854675	1020000	-1.5258789e-09	621.52484	-0.05013818	-192.17075	4.4553733	0.007951213	0.3052	79.0	2454.198174715042
204	1085.6816	65.269745	1168.8896	1006.3252	1000.0	102.84393	10.735125	137.83604	70.04992	1025000	9.536744e-10	532.6594	-0.041792918	-100.108185	4.501526	0.015453465	0.2254	31.0	2466.1076912879944
205	1066.998	71.04412	1163.1597	977.35864	1000.0	97.39002	12.355728	136.89386	51.762135	1030000	3.4332275e-09	590.7303	-0.06344463	-144.63403	4.5361967	0.012076124	0.3316	79.0	2479.539258003235
206	1055.3641	100.21521	1173.1718	880.0176	1000.0	92.61873	19.59164	125.78478	41.67913	1035000	-1.9073486e-08	584.03644	-0.02486929	-211.39615	4.450557	0.016179526	0.2218	11.0	2492.1003696918488
207	1081.5209	50.00474	1136.003	1020.0884	1000.0	101.81919	7.490836	126.742355	77.22189	1040000	5.912781e-09	572.04553	-0.057791904	-136.02292	4.4979553	0.0060447888	0.33	79.0	2504.304093360901
208	1112.8177	41.696167	1152.3163	1032.9462	1000.0	99.97045	10.9096	130.11684	69.84082	1045000	-4.005432e-09	547.2559	-0.05589077	-97.359314	4.4087973	0.010521057	0.3076	79.0	2516.9734222888947
209	1115.5697	33.5622	1165.3654	1075.052	1000.0	100.44699	8.138494	128.58554	72.29066	1050000	-1.9073486e-08	573.0096	-0.021633793	-94.19214	4.408774	0.019867597	0.2134	10.0	2529.7342681884766
210	1071.3855	58.047447	1126.5018	995.5333	1000.0	100.41694	10.986781	126.148476	53.88094	1055000	-1.0967255e-08	595.8992	-0.06450458	-166.49536	4.3853693	0.0050727213	0.3492	79.0	2542.2011454105377
211	1054.2443	92.74384	1123.1167	880.08673	1000.0	96.60742	12.292274	129.81947	48.12869	1060000	2.861023e-10	497.73694	-0.028446168	-82.54108	4.3475676	0.019340774	0.2632	11.0	2554.534355163574
212	1038.9307	159.06354	1175.5056	726.7106	1000.0	90.47491	25.32327	134.58493	3.932102	1065000	-8.773804e-09	581.05585	-0.024176639	-182.21967	4.354183	0.016170107	0.1946	10.0	2566.548374414444
213	1113.4207	58.177986	1211.4841	1052.6979	1000.0	102.44557	8.985663	130.53098	74.89514	1070000	-8.773804e-09	611.8251	-0.0220643	-88.03375	4.387832	0.016464803	0.2108	10.0	2579.1250813007355
214	1094.8252	22.074787	1126.288	1058.0984	1000.0	100.31798	10.269994	129.7239	71.943184	1075000	-5.722046e-09	489.7469	-0.02914979	-113.83618	4.3677955	0.015936777	0.1994	15.0	2591.6039233207703
215	1128.7903	40.128143	1181.3828	1075.9176	1000.0	101.18925	12.464403	133.81522	55.011524	1080000	1.5449524e-08	615.9856	-0.037663303	-124.70389	4.3519335	0.015160719	0.2488	20.0	2603.813840150833
216	1137.9554	31.178726	1175.3873	1098.9353	1000.0	102.8647	11.580947	138.08084	58.880104	1085000	7.629395e-09	617.1131	-0.058236435	-148.33868	4.3132343	0.006706356	0.3186	79.0	2616.750330924988
217	1090.4252	51.766327	1164.4194	1010.95416	1000.0	106.8112	16.07521	145.25319	-2.0088868	1090000	2.2506715e-08	675.0279	-0.022783512	-281.52237	4.2964425	0.016665671	0.1916	8.0	2628.9389910697937
218	1058.2491	60.331337	1122.6758	953.4709	1000.0	91.20313	30.140188	130.1537	5.6011114	1095000	-3.8051606e-08	835.78894	-0.020018356	-512.14197	4.30511	0.014959634	0.1912	9.0	2641.3605663776398
219	1120.9358	49.58686	1177.9044	1028.3306	1000.0	97.621	12.686341	136.1216	42.006626	1100000	2.9563905e-09	569.1692	-0.023578437	-134.32379	4.2621017	0.01482041	0.2166	11.0	2654.2188346385956
220	1091.1237	117.49872	1238.8793	914.8378	1000.0	107.0577	13.112969	138.9875	70.03678	1105000	-2.0408631e-08	689.843	-0.011225494	-193.88062	4.2824326	0.019060416	0.228	4.0	2666.6727566719055
221	1102.5602	101.201195	1212.3307	933.3153	1000.0	96.82458	15.132342	134.52377	57.175564	1110000	8.010864e-09	662.0696	-0.033210423	-247.67197	4.240476	0.015806496	0.257	23.0	2678.4976847171783
222	1118.0067	66.61806	1188.3114	1002.73615	1000.0	106.17677	11.905336	150.1267	73.530914	1115000	-4.386902e-09	621.6102	-0.027044015	-203.73242	4.250601	0.017388046	0.2344	12.0	2691.3262169361115
223	1168.466	19.793337	1192.0225	1140.4827	1000.0	102.7408	9.062702	124.32894	60.165157	1120000	1.1444092e-09	694.7205	-0.059280626	-140.63043	4.2484303	0.0030597968	0.3174	79.0	2704.588182926178
224	1134.5465	44.934822	1181.1257	1067.5973	1000.0	103.216324	12.386334	137.57275	68.95225	1125000	4.577637e-09	565.8389	-0.020999622	-182.41516	4.271001	0.016293528	0.2174	9.0	2717.0463433265686
225	1058.2094	107.702286	1143.3705	851.02313	1000.0	92.7472	25.510462	136.76135	14.480167	1130000	-5.912781e-09	696.6421	-0.024699332	-253.51608	4.212361	0.017068457	0.2152	11.0	2729.6642813682556
226	1060.3236	44.684055	1094.8597	973.5068	1000.0	102.51875	12.007293	131.16467	53.458504	1135000	1.0871887e-08	539.7346	-0.023239162	-111.19183	4.1801877	0.017615875	0.1812	10.0	2742.096666097641
227	988.79376	67.03863	1055.7539	878.67914	1000.0	94.86181	10.009416	126.26578	60.337776	1140000	-3.6239625e-09	462.10455	-0.01257133	-152.94641	4.2104955	0.021259857	0.2458	4.0	2754.583178281784
228	1183.9205	71.579605	1298.6377	1087.8871	1000.0	99.92986	10.881837	134.10017	45.915577	1145000	-1.335144e-09	681.8541	-0.059012342	-183.05579	4.1909904	0.010924311	0.3294	79.0	2767.8194313049316
229	1094.493	114.22511	1219.1345	921.0898	1000.0	102.52224	19.086126	140.75525	50.941498	1150000	1.9073487e-09	555.1019	-0.024857005	-99.940674	4.192045	0.01803008	0.214	11.0	2780.215637922287
230	1143.753	37.066605	1198.0159	1086.382	1000.0	103.14645	11.840355	131.39258	59.32547	1155000	-1.5068053e-08	619.06805	-0.020694071	-169.6838	4.1906276	0.015938517	0.2004	9.0	2792.867774963379
231	1102.6039	22.916344	1141.2269	1080.1456	1000.0	103.178696	14.25244	137.09103	51.063892	1160000	-1.9073486e-10	781.9284	-0.026986139	-315.4923	4.168145	0.016443783	0.2402	12.0	2805.8429038524628
232	1017.73096	269.754	1287.7124	516.4747	1000.0	84.914474	33.46164	132.58179	7.584366	1165000	4.4822692e-09	581.0174	-0.021399252	-200.09412	4.239382	0.017853558	0.204	8.0	2817.8841745853424
233	1101.8479	100.45258	1224.91	952.6717	1000.0	101.28164	17.752031	139.78809	40.4124	1170000	-1.1062622e-08	606.9397	-0.060573995	-162.39288	4.1733155	0.00994908	0.3322	79.0	2830.3876671791077
234	1156.6791	74.16559	1256.2667	1087.6147	1000.0	103.277885	11.874298	138.15448	65.75852	1175000	2.0122528e-08	665.6075	-0.059050728	-189.19193	4.093072	0.0058222935	0.3346	79.0	2843.298283815384
235	1106.9545	34.9307	1169.5999	1067.6687	1000.0	107.992325	11.804016	140.63838	49.17544	1180000	1.9073486e-10	670.2939	-0.025905976	-199.7728	4.081361	0.01607309	0.19	9.0	2855.7519023418427
236	1147.2687	45.25789	1216.632	1088.0756	1000.0	98.06613	18.54052	136.70763	43.69772	1185000	4.673004e-09	639.93134	-0.025443835	-177.69943	4.0892735	0.01704769	0.2236	9.0	2868.817955970764
237	1178.1174	19.89387	1204.9596	1144.0122	1000.0	105.21002	12.722577	137.72993	62.830196	1190000	4.196167e-09	653.2731	-0.012446828	-161.72992	4.0735183	0.013741531	0.2214	4.0	2881.276163339615
238	1126.4622	82.6493	1197.0208	993.627	1000.0	108.00275	12.954835	147.78534	67.75616	1195000	-8.010864e-09	611.7412	-0.0354285	-132.82922	4.0888033	0.01715039	0.2452	19.0	2893.2611815929413
239	1058.484	57.6531	1156.6815	985.4462	1000.0	92.95415	20.810202	134.66177	17.718515	1200000	-1.1825562e-08	395.14072	-0.02546314	-150.24371	4.081674	0.015397455	0.2198	11.0	2905.4377377033234
240	1226.9036	45.879436	1275.8727	1156.351	1000.0	113.568	8.751977	142.13869	83.38142	1205000	-8.773804e-09	717.8467	-0.022813888	-174.65405	4.1181245	0.015136246	0.2486	10.0	2918.1011538505554
241	1126.0006	107.67137	1268.4512	955.2705	1000.0	112.7939	17.153048	146.29227	59.544918	1210000	9.536744e-10	711.0697	-0.024078721	-261.2255	4.110697	0.0153287705	0.2132	11.0	2930.2326142787933
242	1130.4011	112.11432	1276.3463	937.26404	1000.0	99.33326	17.408201	139.90297	55.91892	1215000	2.670288e-09	613.3262	-0.024019213	-130.55566	4.13475	0.016439032	0.2374	11.0	2942.3870232105255
243	1125.8091	89.98321	1233.8341	989.8222	1000.0	105.51433	18.592577	150.58975	46.487034	1220000	1.3160705e-08	749.94995	-0.027725946	-195.04456	4.1073556	0.015434213	0.2496	12.0	2955.4468717575073
244	1148.5358	114.04232	1254.0455	955.39215	1000.0	104.370224	12.792343	133.48854	54.323	1225000	-1.4305115e-09	626.5731	-0.01469947	-164.87387	4.118564	0.015382028	0.2032	5.0	2967.599024772644
245	1164.9387	54.67345	1253.5001	1084.5887	1000.0	109.87261	12.286764	148.28664	75.216774	1230000	-1.1825562e-08	663.23645	-0.027179535	-194.59164	4.0716553	0.018157557	0.2334	14.0	2980.2668747901917
246	1026.5411	201.23492	1249.2318	669.0005	1000.0	104.89125	18.556597	140.0624	53.635628	1235000	4.196167e-09	785.3316	-0.06517741	-298.4979	4.1509666	0.004439338	0.3448	79.0	2993.1812193393707
247	1139.8025	150.91878	1311.3953	949.80774	1000.0	95.28792	20.506502	137.42807	41.839382	1240000	-4.577637e-09	683.8349	-0.017305233	-290.46747	4.0713305	0.016740752	0.1572	5.0	3005.473914384842
248	1109.9001	114.67338	1298.5159	947.3243	1000.0	97.21373	29.688625	144.83751	9.440323	1245000	-1.8882751e-08	640.3819	-0.016059706	-193.85324	4.1205225	0.016353957	0.2366	5.0	3018.2638568878174
249	1152.7927	145.09311	1300.248	896.1697	1000.0	110.00385	17.913746	142.45958	31.813725	1250000	-1.2016296e-08	604.9916	-0.04343858	-179.01178	4.105089	0.015740458	0.2502	26.0	3031.222601890564
