Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
53	430.63394	43.52057	482.70935	370.30527	1000.0	40.124187	6.9827776	54.150673	12.703905	270000	-0.039306458	125.474	-0.00039661676	-56.97666	7.397417	0.00038624878	658.939642906189
54	333.01773	68.48179	391.3256	204.20868	1000.0	31.667282	11.981366	54.414272	-17.899319	275000	0.03122073	75.51208	-0.0009886939	-33.59182	7.334003	0.00026498636	672.0357167720795
55	406.25284	49.572258	470.18594	319.8858	1000.0	34.254997	15.163938	55.416496	-10.274798	280000	-0.035332892	125.47371	-0.0007837936	-65.30477	7.353625	3.8144062e-05	685.5581290721893
56	356.44678	103.60755	502.9539	226.92603	1000.0	33.643494	16.051624	62.68966	-1.580533	285000	-0.0130210025	111.5847	-0.0005782163	-67.18095	7.349078	7.1687224e-05	698.9522123336792
57	355.24982	73.1583	440.364	221.52713	1000.0	29.633038	20.781136	64.452866	-16.055536	290000	-0.039673045	193.01198	-0.0008061826	-147.6089	7.3546243	0.00037495932	711.6862626075745
58	413.7226	42.976204	477.20154	365.12903	1000.0	39.995014	7.694173	59.59364	20.848196	295000	0.030744562	121.16007	-0.0006753914	-45.061172	7.31052	0.00031873846	723.5808379650116
59	329.14127	123.36041	482.97223	108.32453	1000.0	33.45679	8.401393	60.960464	7.348555	300000	0.034589503	230.8972	-0.000729315	-182.5848	7.316203	0.00011375394	736.6476955413818
60	369.5879	67.56305	465.15988	261.65842	1000.0	36.588818	16.868261	70.23209	-26.891722	305000	-0.031743634	181.96085	-0.0008888468	-120.019226	7.344544	0.00015678834	749.5941030979156
61	401.43912	65.59173	452.82974	272.465	1000.0	31.820074	12.239402	52.29856	2.6179082	310000	-0.038169596	116.5613	-0.0011015646	-50.901917	7.306156	8.069601e-05	761.6651587486267
62	346.17084	65.22028	435.0294	243.74258	1000.0	32.712013	8.85568	55.65898	7.245742	315000	0.006991738	87.90893	-0.0011540074	-57.332047	7.3339624	-1.8323373e-05	774.8668301105499
63	360.3565	83.73168	442.61664	211.6396	1000.0	30.81762	12.928022	54.871414	2.259743	320000	0.018218208	122.88352	-0.0011948776	-48.568672	7.3445077	-7.652421e-05	787.8778462409973
64	323.80304	139.15599	426.42133	59.804474	1000.0	33.40566	17.237986	58.311047	-7.0909176	325000	0.0256203	161.9059	-0.0013371706	-105.97535	7.377894	0.00013682179	800.6236412525177
65	352.21283	63.638058	440.35785	283.39453	1000.0	26.761	13.659708	58.84105	-12.234792	330000	-0.040956464	126.03646	-0.0002993159	-77.24907	7.346992	6.2376355e-05	813.1880087852478
66	308.37595	73.820786	384.21313	178.63524	1000.0	31.44494	6.812686	55.00017	16.588171	335000	-0.06144089	95.06589	-0.00055585057	-60.299225	7.3697033	0.00028066267	825.8969793319702
67	397.29068	28.207485	442.25565	359.1259	1000.0	30.974163	9.615743	50.246937	2.1817343	340000	-0.04932409	131.23798	-0.00095581636	-67.36618	7.3231187	0.00019228917	839.1861832141876
68	371.99652	89.11639	493.687	232.37656	1000.0	35.212605	10.810523	57.984253	10.343069	345000	-0.02635385	98.70443	-0.0006230194	-40.932766	7.3416467	1.2297821e-05	852.3699736595154
69	343.43027	76.02981	448.1225	260.4925	1000.0	32.914013	7.365667	56.688507	8.87014	350000	0.039475765	100.4913	-0.00072069466	-52.308834	7.3736234	3.498621e-05	865.1716015338898
70	334.6613	104.59866	484.73785	192.6124	1000.0	29.595875	13.663274	55.988197	-2.3332736	355000	-0.020619458	92.20685	-0.0008875374	-47.526722	7.3843584	0.00019568525	878.5618205070496
71	442.1372	36.349464	484.89877	376.45203	1000.0	32.819687	9.28833	55.580524	7.912318	360000	-0.060984425	169.58372	-0.0010955073	-114.36655	7.329345	7.254972e-05	891.6075534820557
72	385.88013	69.14635	471.94824	276.19083	1000.0	34.473995	15.771979	65.754616	-20.323198	365000	0.0449377	168.51799	-0.00089213625	-103.081184	7.368821	0.00010089235	904.6172435283661
73	350.74118	111.57469	496.74258	171.3946	1000.0	28.803274	9.471596	51.617966	-0.74770814	370000	0.006711087	154.73334	-0.0007225373	-101.757126	7.3195853	6.705489e-05	917.5729851722717
74	416.9936	75.78458	473.75195	277.35223	1000.0	38.424458	10.631118	60.446255	5.981807	375000	-0.025251172	202.86763	-0.0008364562	-162.05127	7.364264	5.055518e-05	930.5088846683502
75	374.80392	79.20679	495.58078	284.2821	1000.0	34.181694	10.829529	57.393845	-0.55745864	380000	0.0062243273	96.32057	-0.00081657805	-50.93109	7.388694	-0.00029095582	943.5543212890625
76	424.4167	61.447742	524.1854	331.94992	1000.0	33.800495	15.619497	55.45365	-21.644112	385000	0.017063186	134.77388	-0.0008102916	-85.28278	7.3514853	0.00034324126	956.2931392192841
77	416.14227	56.743572	464.69763	306.61597	1000.0	35.160175	11.147477	56.745388	8.043868	390000	0.01146648	147.96545	-0.0008194279	-78.79654	7.366117	0.00026444998	969.1549263000488
78	442.4671	56.75391	504.29376	356.18918	1000.0	45.904343	7.4090424	63.57894	17.51076	395000	0.029439878	136.69836	-0.0008955151	-59.32498	7.3562346	0.00031517787	980.5361769199371
79	429.30313	43.125797	493.9411	361.13892	1000.0	36.946278	9.58409	60.845844	10.46021	400000	-0.052171234	133.75563	-0.0006904602	-73.508606	7.326354	0.0003304291	993.6002094745636
80	420.923	76.46266	513.3793	282.7042	1000.0	37.969154	13.90796	68.29322	-12.468882	405000	-0.0057553467	171.2781	-0.000783795	-105.22468	7.3169975	0.00018914776	1007.0339860916138
81	424.82724	71.36547	508.15894	320.99603	1000.0	36.607975	11.021667	58.06414	-1.4362892	410000	-0.057460576	116.7676	-0.0008514002	-53.400208	7.3167033	7.704778e-05	1019.8298811912537
82	477.7027	46.63219	526.29913	392.49216	1000.0	39.9413	6.687613	58.20119	18.991371	415000	-0.03813182	156.11847	-0.00069097057	-91.15293	7.363909	0.00018574519	1032.7904086112976
83	408.01288	109.84321	534.2159	232.4846	1000.0	38.04951	10.088624	66.59927	13.265238	420000	0.021137267	123.7641	-0.0013418775	-59.3356	7.3539314	0.0004552485	1045.5828487873077
84	460.17877	36.862576	505.87396	407.82935	1000.0	44.854645	6.636336	64.05677	22.4587	425000	-0.043437038	123.9392	-0.0007458143	-35.679543	7.321481	-5.2121544e-05	1058.1554646492004
85	439.32114	46.88059	524.68335	399.01947	1000.0	36.617203	9.377989	61.5447	6.121986	430000	-0.071215615	144.82722	-0.00061385334	-90.46311	7.301679	0.00013972822	1071.0796070098877
86	424.7094	54.69991	488.1978	330.01062	1000.0	40.267963	11.564756	62.033096	2.1257067	435000	-0.014955987	127.12975	-0.0008057067	-67.80257	7.3564982	0.00025424213	1084.3694100379944
87	416.41187	96.436134	544.5781	303.8209	1000.0	33.4885	9.900815	61.606903	-4.1637564	440000	-0.026375333	157.40485	-0.0014208704	-102.401276	7.315339	0.00011236081	1097.2482068538666
88	387.99847	91.88381	511.0162	258.127	1000.0	34.05224	13.928461	62.2189	2.9734988	445000	-0.042513248	91.16083	-0.0006795749	-36.63004	7.364457	-0.00020260182	1109.8779292106628
89	352.8442	72.805214	474.60742	269.21335	1000.0	30.537731	12.239771	64.2604	3.8489282	450000	-0.012273761	104.60174	-0.00070594903	-63.75416	7.341601	0.0001523687	1123.1973657608032
90	381.96313	89.662895	494.702	245.84389	1000.0	32.943764	15.1560755	60.716217	-7.509335	455000	0.024415558	156.26743	-0.00068216026	-97.3171	7.362104	0.00022953196	1136.333790063858
91	329.2896	54.855644	393.02667	230.23053	1000.0	32.01873	17.944094	65.93731	-11.509996	460000	0.012628381	323.26526	-0.00075380504	-264.3225	7.3116374	-7.9631136e-05	1149.5931980609894
92	440.16455	18.021742	470.62418	420.446	1000.0	36.158558	10.768475	60.308033	2.4551997	465000	-0.06303918	148.90346	-0.00047754496	-100.51217	7.28363	-4.359808e-05	1162.1259062290192
93	477.10468	71.43345	594.7621	374.40625	1000.0	43.613785	8.707473	66.40155	5.8233585	470000	-0.040384524	132.0086	-0.0009561144	-59.11847	7.3805485	0.000118510914	1174.8454658985138
94	423.4677	118.75814	559.9381	209.15907	1000.0	37.016968	19.466688	72.761215	-18.50166	475000	-0.017774532	232.2899	-0.00083995797	-158.66547	7.382322	0.00011427088	1187.3642513751984
95	412.10522	38.800526	468.7238	351.00507	1000.0	37.219044	9.391793	65.94306	13.573861	480000	0.0077235824	130.65683	-0.00082812365	-65.52673	7.3136873	-6.7049885e-05	1200.521428346634
96	483.9328	71.3772	551.59045	368.0425	1000.0	42.739326	8.842688	62.63428	15.486476	485000	-0.005691299	113.4907	-0.0004856037	-31.104225	7.2849827	-1.3494778e-05	1213.2053091526031
97	464.93585	41.408318	514.10205	396.11526	1000.0	38.303917	11.7972145	75.17767	15.084296	490000	-0.029654495	142.07648	-0.00065013766	-75.28878	7.32684	0.000251989	1225.9060053825378
98	399.84525	114.40105	559.05066	219.63153	1000.0	35.461723	11.594956	61.985767	8.313787	495000	0.008078552	148.59848	-0.00066635245	-71.00236	7.349979	-8.808317e-05	1238.6751205921173
99	458.89764	109.609344	611.0384	338.85254	1000.0	39.92319	7.461481	62.474476	21.93756	500000	0.0021633485	205.73454	-0.0005031327	-128.83736	7.323339	0.00022487369	1251.4218595027924
100	418.74356	46.317493	470.62842	333.45706	1000.0	37.428608	13.355595	72.49316	8.540174	505000	-0.014880429	173.7575	-0.00069666747	-127.97952	7.339791	0.00012982788	1264.5540041923523
101	473.8562	57.52081	553.3705	418.26938	1000.0	39.14055	11.50922	71.22364	7.0280476	510000	-0.030092798	128.54108	-0.00047733076	-73.34715	7.3335304	-0.00010614896	1277.46266913414
102	468.31323	77.23221	576.36145	379.33466	1000.0	46.245552	11.047727	68.365074	14.572075	515000	-0.005795111	150.92438	-0.0006310893	-84.70661	7.326389	9.203272e-05	1289.7482554912567
103	428.2081	79.45509	548.9719	320.18182	1000.0	42.497124	14.24913	67.24442	8.067303	520000	-0.02951643	172.9354	-0.0008233804	-112.46216	7.3770375	7.052889e-05	1302.4932968616486
104	444.2381	142.72295	558.9052	171.7375	1000.0	38.366016	11.227682	61.533424	7.7750716	525000	0.0024709709	176.22238	-0.00071291195	-99.233055	7.350799	-0.00015937461	1314.9082052707672
105	487.95517	77.57825	587.3697	375.38907	1000.0	36.855156	14.108885	67.92951	-3.0547636	530000	-0.04080009	192.2869	-0.00042121485	-144.2912	7.3573813	-1.3442469e-05	1327.8011367321014
106	429.21054	84.73551	548.5612	334.5809	1000.0	36.124393	15.488224	75.379265	1.0086688	535000	-0.04015017	186.66006	-0.0005506687	-130.64331	7.3334975	4.25406e-05	1340.233463048935
107	486.22086	51.34001	568.0438	422.95526	1000.0	42.074036	14.1331835	70.68946	-21.881027	540000	-0.0384217	253.6101	-0.0010205247	-190.22543	7.297347	-0.00018519201	1352.9503695964813
108	424.67316	94.54071	610.13727	350.02908	1000.0	37.816326	12.101368	74.46933	9.645072	545000	-0.0019842347	159.94171	-0.00076151337	-92.27208	7.349861	3.401804e-06	1365.5249588489532
109	444.92218	94.07318	540.51215	280.4465	1000.0	42.921368	12.500706	75.717026	10.765918	550000	-0.007496634	203.99547	-0.0010129879	-135.61311	7.3669953	0.0005728083	1378.82950425148
110	428.19318	46.12644	501.02127	358.4511	1000.0	43.90852	10.767609	68.38371	16.41757	555000	-0.018588804	189.96056	-0.0007735435	-121.94423	7.327183	-3.2504653e-05	1390.7207820415497
111	513.61475	51.23915	599.3504	453.1236	1000.0	36.055492	16.07914	66.657936	-12.19848	560000	-0.09412965	300.36026	-0.0005475357	-234.71997	7.3502045	0.0001454444	1402.852594614029
112	497.17743	54.065086	568.4565	433.22525	1000.0	47.33209	12.6514	71.08317	8.501523	565000	0.03739752	180.54497	-0.0004910305	-91.520226	7.2978687	-4.1182993e-06	1416.5271954536438
113	512.47424	75.40269	570.1052	363.28424	1000.0	44.46886	13.685879	70.65193	-1.4157128	570000	-0.011033314	143.12357	-0.0007438781	-83.90463	7.333397	0.0002674662	1433.644121646881
114	499.64618	39.404545	550.9207	439.61182	1000.0	47.690193	14.012631	74.48691	7.617301	575000	-0.02757565	259.92255	-0.00075400993	-201.04514	7.3085046	-3.4098625e-07	1446.063860654831
115	492.2461	28.828562	517.0036	438.73962	1000.0	46.293	9.813494	67.93568	12.661599	580000	-0.04541754	69.06858	-0.0008145124	-17.08078	7.3368063	-8.273311e-05	1463.0435063838959
116	452.6809	90.075874	554.51434	308.80872	1000.0	35.71034	17.789566	68.77795	0.4135164	585000	0.00038414611	171.94627	-0.00066425325	-95.31616	7.255178	-0.00017850194	1478.695358991623
117	492.6359	35.59402	554.70325	455.95276	1000.0	43.35156	7.5249095	62.375793	16.66288	590000	-0.03501081	110.574486	-0.0005983077	-37.12684	7.3453174	-0.00010592799	1493.4962239265442
118	480.5044	114.80083	619.3455	314.46393	1000.0	42.638554	17.159298	69.12483	6.843112	595000	0.027626077	161.28043	-0.00061579794	-86.59905	7.37131	5.636282e-05	1506.5597550868988
119	476.79996	108.81526	586.0036	284.74417	1000.0	44.421467	12.189062	69.24709	15.846296	600000	-0.007238617	161.65448	-0.00078527164	-94.59995	7.3310533	-3.3964683e-05	1519.0861065387726
120	445.11847	78.98745	536.5807	305.1255	1000.0	42.659527	10.661368	71.76989	19.377035	605000	-0.0077595487	134.03342	-0.0006961515	-68.41832	7.3099875	8.011232e-05	1535.2377882003784
121	462.6753	77.11003	563.73773	330.3136	1000.0	32.532658	17.939455	64.83551	-6.3459353	610000	0.0137406215	228.46577	-0.001188986	-178.1991	7.3688717	1.0079908e-05	1550.956878900528
122	511.74155	41.139145	565.47955	450.41205	1000.0	50.479088	7.313032	74.498505	22.689161	615000	-0.048633162	159.35793	-0.0005065836	-81.19598	7.3049936	0.00020522007	1564.6908295154572
123	499.29434	65.69527	586.15155	407.88687	1000.0	44.556686	11.100136	72.99529	9.011055	620000	-0.006942227	147.51808	-0.00046817167	-78.1463	7.2949767	8.038831e-05	1585.9813997745514
124	467.3771	69.803696	547.06256	371.84872	1000.0	37.908737	15.214823	61.585056	0.6742788	625000	-0.011463949	164.72342	-0.00079638325	-97.20968	7.2893977	-4.858346e-05	1604.4017655849457
125	509.64447	49.101166	570.48785	457.74466	1000.0	43.537136	13.986024	68.80604	0.78157234	630000	-0.041788496	232.7908	-0.00032903254	-126.456276	7.2589545	7.085047e-05	1617.3176913261414
126	512.433	59.44092	594.7297	424.50217	1000.0	48.137196	10.760015	71.83693	20.293497	635000	0.0073688715	174.18428	-0.0006748638	-79.66732	7.3646545	5.352602e-05	1630.0190665721893
127	526.73926	61.561756	602.57135	446.12296	1000.0	44.203312	7.975999	72.452774	21.121288	640000	-0.012651506	178.78458	-0.00041178148	-81.68143	7.2452993	8.121781e-05	1643.29447722435
128	496.7837	35.37221	561.3042	457.04456	1000.0	49.56	10.533274	78.14144	16.699316	645000	-0.09841833	205.31883	-0.0008902252	-135.79794	7.3443084	0.00022364593	1656.3221349716187
129	503.68384	47.497288	558.53925	429.19244	1000.0	41.456615	21.934813	72.67605	-38.857365	650000	-0.035401322	419.1197	-0.0009235218	-320.32516	7.3327546	0.00041895715	1668.679965019226
130	468.15363	26.189554	501.17175	424.15396	1000.0	45.296436	7.4236655	64.05778	27.361214	655000	-0.01766177	178.2435	-0.0004122574	-109.918755	7.369885	-9.445381e-06	1681.5602400302887
131	453.3632	63.65305	571.7229	388.54288	1000.0	41.0365	7.4731226	65.32249	15.210644	660000	-0.021947742	112.470985	-0.0006505549	-41.140633	7.3522625	8.136215e-05	1703.1671447753906
132	485.38574	50.016144	570.71893	426.83783	1000.0	42.383583	12.372852	66.82353	11.636045	665000	0.00072741316	129.25693	-0.0004258194	-64.6687	7.319828	0.00013296571	1722.861712694168
133	474.4293	62.350246	580.0585	390.3473	1000.0	39.82522	8.642424	73.87215	13.902908	670000	-0.0678055	141.66115	-0.00045849383	-59.3211	7.24495	0.00013355861	1741.5497846603394
134	518.3081	58.645996	628.34344	461.19174	1000.0	45.564693	9.767449	65.8307	18.394964	675000	-0.08227181	161.93413	-0.0007367283	-70.33424	7.3123374	-0.000110183195	1764.5661158561707
135	505.16498	122.43404	620.9528	295.04166	1000.0	41.2761	14.330197	75.588234	8.961742	680000	-0.002718332	208.34813	-0.0006943161	-123.27382	7.2982483	0.00016846957	1781.944754600525
136	533.40564	29.130077	577.17883	501.99463	1000.0	47.782505	12.19151	73.94767	3.7933924	685000	-0.027067132	160.71614	-0.0006155763	-89.809555	7.3777685	0.00022889247	1804.1481790542603
137	490.9601	54.77517	579.05365	436.3966	1000.0	50.403957	8.268376	74.24613	27.817225	690000	-0.03602672	185.41798	-0.00056512654	-105.87655	7.328529	0.00013134727	1824.6453535556793
138	536.45544	64.05929	660.6231	479.2547	1000.0	47.340412	11.826422	69.80656	-3.9313054	695000	-0.071614265	280.18387	-0.00047596544	-204.20117	7.317129	4.9824524e-05	1834.6544919013977
139	521.6111	72.56367	601.2164	401.91946	1000.0	48.292984	8.849053	68.440605	24.489132	700000	-0.007959313	132.70041	-0.00053141266	-53.243607	7.25717	5.1582956e-05	1856.9394578933716
