Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
12	25.908699	21.060848	79.67539	-3.6993544	288.7647	4.917823	8.534657	27.846928	-17.854984	65000	1.2397766e-09	43.416634	-0.039607573	-24.391092	7.0941467	0.01396736	0.177	79.0	161.17199540138245
13	40.12604	48.38545	157.26912	-53.87613	381.69232	5.019384	7.3280215	27.260904	-11.4675865	70000	2.632141e-08	91.88266	-0.028433632	-57.921467	7.063173	0.015283979	0.1362	35.0	173.2454390525818
14	45.415676	37.663345	124.77912	-0.8986964	377.46155	7.277389	10.044597	32.18782	-11.708385	75000	6.866455e-09	68.2969	-0.040274967	-35.441868	7.0646234	0.008832881	0.1948	79.0	185.97693133354187
15	36.940376	35.04672	115.655655	-13.738555	254.5	7.7247205	9.757411	33.35261	-10.559312	80000	-9.155274e-09	48.83477	-0.01745284	-26.586676	7.090479	0.01619617	0.1614	13.0	198.29034066200256
16	65.121704	62.54614	168.82355	-63.904984	535.5	7.0593	8.283841	36.179077	-10.541761	85000	8.010864e-09	82.71804	-0.006900763	-54.483635	7.054364	0.019978147	0.313	3.0	210.34118604660034
17	70.730194	41.281143	159.91032	19.571272	277.05554	17.49379	9.741705	43.93894	-2.3632226	90000	-1.4877319e-08	42.659615	-0.00915979	-22.055065	7.0679736	0.016984195	0.2042	5.0	223.19340658187866
18	98.855415	68.050064	269.92154	33.339836	404.75	20.428991	10.003618	40.276936	-2.9435098	95000	-1.8548965e-08	59.46465	-0.0076736035	-32.334946	7.0367436	0.018055564	0.24	4.0	235.55372762680054
19	134.95955	96.94832	328.36227	6.267867	584.75	17.535004	9.367022	49.872665	-1.7467343	100000	1.8310548e-08	80.806335	-0.034627274	-57.56553	6.968477	0.01506165	0.1812	64.0	248.43786215782166
20	74.40442	62.252888	128.30208	-48.551697	459.66666	13.938856	12.511958	44.45496	-28.934229	105000	-1.039505e-08	65.98854	-0.038577717	-51.377644	6.9950986	0.0060230545	0.1916	79.0	260.81153178215027
21	108.92364	73.437744	218.25334	-5.434001	636.4286	20.4808	7.9972024	38.92764	-12.745708	110000	1.4591217e-08	165.84773	-0.032366246	-147.42784	6.971786	0.010158265	0.1674	79.0	273.269451379776
22	79.425644	184.98055	292.53015	-259.65268	707.1667	9.897777	17.378687	41.887783	-20.694853	115000	6.008148e-09	121.37125	-0.034506004	-86.996086	6.8587155	0.0065030693	0.1902	79.0	285.7548909187317
23	128.97557	155.98552	338.95944	-191.15625	620.25	16.597574	16.243689	45.574566	-18.36245	120000	-1.0204316e-08	99.44713	-0.036369618	-64.23703	6.8535376	0.008218192	0.1718	79.0	298.0326781272888
24	232.62115	98.20654	352.26776	60.23129	769.3333	24.046772	7.784595	45.884274	-0.08877678	125000	-4.2152404e-08	64.39237	-0.03722262	-32.620544	6.763928	0.013245506	0.1784	79.0	311.2217972278595
25	180.76399	35.435184	262.91254	153.83028	604.5714	22.19102	7.0248475	49.07199	5.2814155	130000	1.1444092e-08	34.65157	-0.008563719	-20.965134	6.7122736	0.011370734	0.1452	5.0	323.37216687202454
26	215.64171	62.748528	318.74463	131.78194	805.6667	28.098225	6.944789	46.598167	5.92002	135000	-2.3555756e-08	79.96945	-0.0055778557	-49.017807	6.7472296	0.023315458	0.2894	3.0	335.93366289138794
27	220.01288	107.26197	368.78403	77.39656	741.8333	26.696756	7.5364747	45.117424	9.321193	140000	1.5759468e-08	35.249577	-0.029876694	-12.145262	6.7840705	0.009155364	0.158	79.0	347.94646692276
28	217.45938	50.1603	251.46507	117.918396	881.4	23.416044	8.620209	43.277985	4.076211	145000	1.6498566e-08	74.20122	-0.03236562	-46.022034	6.6607084	0.015140753	0.182	69.0	359.9494547843933
29	230.47829	86.03501	332.95297	120.53026	780.6667	22.492144	8.158063	48.466957	0.61214966	150000	2.0122528e-08	54.910213	-0.039580498	-43.5717	6.6251783	0.010478157	0.1944	79.0	372.5212721824646
30	212.20052	72.181915	310.79156	75.4954	776.1667	21.445444	10.869884	49.951218	3.493024	155000	8.869171e-09	116.77242	-0.028190551	-93.46481	6.58413	0.014468863	0.1594	79.0	385.5200388431549
31	90.944214	102.156395	213.69727	-139.85098	550.1111	11.025229	11.477926	48.408672	-14.272864	160000	-7.4386595e-09	156.89542	-0.034906633	-120.05466	6.5415397	0.012318678	0.2114	79.0	398.0218679904938
32	203.37898	40.57174	278.49765	164.03603	650.7143	22.38261	10.744714	46.760098	-20.906252	165000	7.629395e-09	75.12459	-0.035333645	-59.37171	6.5075445	0.015062143	0.2024	55.0	410.46028089523315
33	260.95602	83.48962	370.06006	163.00102	807.5	23.69881	10.050123	51.6081	8.733235	170000	-7.133484e-08	68.45207	-0.038372334	-47.356018	6.4264507	0.013151517	0.2118	79.0	423.05457973480225
34	143.19478	101.83223	302.1541	-0.19621685	661.8571	16.204472	16.475533	52.50711	-17.652336	175000	-1.2016296e-08	76.66026	-0.037346795	-49.85102	6.411553	0.015244992	0.1672	36.0	435.7010214328766
35	168.70375	96.61899	325.3191	14.861936	544.0	24.262043	8.756494	46.319344	-12.460841	180000	1.6403199e-08	74.73676	-0.042544127	-48.057755	6.362115	0.014477153	0.2172	79.0	448.60026001930237
36	228.37962	106.07754	362.00552	74.752	678.0	23.264622	10.008386	51.223343	-4.664387	185000	3.4332275e-09	81.38311	-0.04109347	-55.61705	6.445614	0.014871515	0.1856	79.0	461.4141170978546
37	318.2086	63.67408	366.36725	198.1694	901.4	32.01227	8.898245	52.879562	12.559714	190000	1.0490417e-08	52.436962	-0.034283787	-29.317421	6.2776704	0.0100013	0.2074	79.0	473.8444473743439
38	292.50812	100.402405	412.73044	123.59504	810.3333	32.476643	8.328693	52.655724	8.931528	195000	-4.577637e-09	38.07345	-0.031107515	-14.872086	6.280298	0.014984647	0.2064	61.0	487.05824518203735
39	266.89737	134.46475	466.65836	141.94293	747.6667	30.899343	19.522259	52.61526	-31.474398	200000	7.152557e-09	74.48135	-0.023423785	-50.223606	6.2504764	0.0151096145	0.1962	20.0	499.3429844379425
40	307.14658	91.79231	396.51196	132.08917	872.0	32.731155	10.175827	53.229366	6.644771	205000	1.5068053e-08	60.434277	-0.03178616	-32.60066	6.2095776	0.015103359	0.2052	76.0	511.7495708465576
41	376.40756	87.58883	481.48248	221.80775	1000.0	38.0177	8.400094	57.929226	5.955448	210000	8.9645384e-09	119.76415	-0.047445018	-80.24497	6.187944	0.010730975	0.201	79.0	524.5120694637299
42	244.32385	111.96021	345.16916	57.43333	766.1667	26.775488	7.5482244	52.54454	8.420121	215000	-5.722046e-09	60.207745	-0.022849763	-32.352455	6.1714344	0.014722797	0.1346	25.0	536.7793772220612
43	396.94962	69.51095	478.64624	299.80045	1000.0	34.01679	7.9309964	50.738316	13.774906	220000	-2.155304e-08	67.040375	-0.033663068	-27.631004	6.198062	0.0071646255	0.2092	79.0	549.4830596446991
44	256.01477	199.57837	483.87662	-52.766125	872.2	31.47857	11.79322	55.561825	8.112008	225000	-5.2070618e-08	227.8617	-0.031722806	-199.56544	6.214833	0.008550798	0.1832	79.0	561.6533298492432
45	303.9449	82.79001	361.7033	140.0487	883.2	19.13462	19.305178	52.63273	-38.41781	230000	-9.918213e-09	185.77824	-0.027749386	-158.28174	6.1771574	0.015300146	0.1584	38.0	574.4396259784698
46	270.7261	139.7929	473.92746	94.805016	691.1429	33.774776	11.039399	51.574066	1.8298092	235000	2.5749207e-09	68.87537	-0.034133147	-35.72821	6.1484594	0.01033487	0.2116	79.0	587.2085497379303
47	337.0672	111.69101	446.7553	147.68219	844.8	30.417131	21.903875	62.2446	-28.59784	240000	-5.0544737e-09	88.46114	-0.03868082	-41.337833	6.2430096	0.011271146	0.2148	79.0	599.5628778934479
48	374.53708	64.34411	461.08414	272.43124	920.4	33.759136	8.69037	52.829155	7.10729	245000	2.6512145e-08	88.79025	-0.031926997	-49.60336	6.1361265	0.011444778	0.2004	79.0	612.2578022480011
49	373.88803	49.80165	438.53262	294.9672	1000.0	37.61207	5.2499332	54.20605	19.649527	250000	-2.07901e-08	84.11376	-0.020094184	-49.413574	6.198826	0.0146770645	0.183	16.0	617.6795020103455
50	417.7176	87.273285	503.3007	269.2489	1000.0	30.292063	12.002922	52.456142	-4.046125	255000	2.5939942e-08	213.1311	-0.01936038	-150.92056	6.1953263	0.014856482	0.1578	16.0	625.4547643661499
51	376.63226	179.73471	527.2419	23.604856	1000.0	31.564663	21.48936	53.093426	-32.50136	260000	1.525879e-08	90.04974	-0.033249628	-38.007545	6.1188927	0.006868237	0.188	79.0	638.8084127902985
52	366.1139	190.5483	489.75153	-11.0709505	1000.0	35.693584	19.207054	57.218952	-14.023749	265000	7.915497e-09	88.8158	-0.034815054	-43.049644	6.2040925	0.0075350525	0.1902	79.0	651.9714365005493
53	295.09686	227.70618	522.0308	-70.487465	881.0	26.2992	25.745325	61.170868	-25.879015	270000	1.01089475e-08	101.51149	-0.011280937	-50.917213	6.1070585	0.015211261	0.1552	4.0	664.4934461116791
54	207.98535	222.1458	453.55887	-170.73314	1000.0	10.757322	24.540138	58.143093	-23.986303	275000	-5.0735473e-08	180.84958	-0.01867613	-153.04466	6.1251025	0.016032701	0.155	16.0	677.2111003398895
55	391.57733	66.32296	476.36612	309.2679	1000.0	26.182375	13.8341675	57.208393	-20.772036	280000	8.869171e-09	211.5657	-0.03647372	-172.6986	6.0967593	0.012365541	0.2156	79.0	689.7890739440918
56	391.28635	104.87958	494.79886	221.50925	1000.0	32.980278	10.305336	64.15744	6.333118	285000	5.531311e-09	78.566124	-0.03836669	-26.741463	6.061982	0.014806293	0.216	79.0	702.8923373222351
57	273.19788	127.12796	421.9198	109.756134	810.0	37.41891	16.38331	67.1315	3.005104	290000	2.0599366e-08	154.89279	-0.02262086	-111.15617	6.0290813	0.015679661	0.1922	11.0	715.6620583534241
58	352.4835	97.16403	520.65765	238.56226	920.4	29.207869	8.670019	52.259613	9.827546	295000	1.2397766e-08	109.34957	-0.035631515	-59.18043	5.9750834	0.013685788	0.222	79.0	728.7955904006958
59	313.01056	169.92802	506.40048	76.811554	850.8	32.774014	11.940019	67.28046	9.752658	300000	-1.5258789e-09	60.103874	-0.018000063	-19.352718	5.9852657	0.014249352	0.176	12.0	741.5684399604797
60	476.5258	5.794572	482.20618	467.1535	1000.0	44.688984	5.0617223	66.12962	29.050728	305000	-7.4386595e-09	102.88415	-0.018985664	-42.363968	6.00544	0.015703317	0.193	21.0	752.5030329227448
61	429.60565	80.40713	502.57556	272.81573	931.8	44.18158	7.5057793	65.12936	25.118166	310000	-1.0490417e-08	90.60967	-0.03714713	-35.446655	5.958841	0.0123163	0.2206	79.0	765.079788684845
62	447.94757	34.70243	496.06143	414.97067	1000.0	36.66013	8.780365	59.79862	15.287846	315000	4.53949e-08	80.80149	-0.008297935	-32.01301	5.9680033	0.01356967	0.1398	4.0	777.5736713409424
63	411.55127	111.26114	523.22	228.68153	1000.0	42.983868	8.301467	66.86838	26.357899	320000	-4.9591065e-09	135.41803	-0.030782914	-78.0475	5.9365125	0.005454609	0.2164	79.0	790.8209624290466
64	445.7912	100.627235	531.3492	252.92607	1000.0	40.53397	12.039793	67.64166	13.879044	325000	-3.8146972e-10	67.1001	-0.008720835	-20.100338	5.8620844	0.015068162	0.1646	4.0	803.0677123069763
65	450.92847	34.470802	481.73404	397.62473	1000.0	38.549053	12.101094	67.826775	3.1905208	330000	3.0517577e-09	124.37295	-0.04205054	-57.83361	5.8869143	0.015368158	0.2362	68.0	815.7651710510254
66	391.44208	129.8267	506.60278	143.9993	1000.0	44.32535	11.445827	68.172295	19.083145	335000	2.2125244e-08	390.20877	-0.008773823	-321.95303	5.807694	0.011191454	0.123	4.0	828.7433042526245
67	465.0285	40.999966	523.78436	426.65067	1000.0	40.015224	11.086901	70.90687	13.50766	340000	3.681183e-08	111.98398	-0.024043217	-65.70447	5.8469133	0.016116863	0.234	12.0	841.4559597969055
68	397.53857	122.46357	509.7004	241.27008	1000.0	37.89963	16.277672	71.31072	5.8744955	345000	-8.773804e-09	104.310875	-0.03940965	-40.928288	5.8811655	0.013290822	0.2158	79.0	854.4337685108185
69	290.17645	235.191	471.6055	-172.73814	1000.0	30.777737	17.221327	65.53697	-0.57073396	350000	1.0871887e-08	342.2794	-0.039674707	-287.10535	5.78447	0.007283984	0.2326	79.0	867.3200011253357
70	314.4151	153.1807	445.67422	58.06494	1000.0	32.564835	12.352969	63.85406	0.13515781	355000	5.9700014e-08	222.51982	-0.011580407	-166.56206	5.7747335	0.014572192	0.2178	4.0	879.7547483444214
71	452.6769	78.698326	514.5867	319.12997	1000.0	33.466305	12.848393	67.67767	-1.0958052	360000	1.6403199e-08	148.81157	-0.024091506	-86.806366	5.7818522	0.015410586	0.1768	16.0	892.1856393814087
72	306.83594	330.2004	514.7613	-345.78827	1000.0	33.108936	22.109127	68.211075	-12.79693	365000	2.2506715e-08	305.00824	-0.043121506	-224.4183	5.7689056	0.0073560914	0.2004	79.0	905.3195450305939
73	387.67715	195.6212	541.57776	7.241374	1000.0	29.38465	16.585873	66.55832	-17.263554	370000	3.4332275e-09	396.8967	-0.05062536	-344.99234	5.7067776	0.01423875	0.249	79.0	918.5494134426117
74	379.66446	189.93192	491.88022	2.2109082	1000.0	31.963734	23.229675	77.66711	-12.902652	375000	2.3555756e-08	185.6778	-0.011507288	-101.722534	5.6899986	0.015922964	0.1786	4.0	931.6089417934418
75	493.74213	30.751022	531.08704	439.1474	1000.0	41.940342	9.260444	67.756165	19.266998	380000	1.4877319e-08	129.3641	-0.009622775	-53.57924	5.6502557	0.023011053	0.2794	4.0	941.0820143222809
76	317.62387	165.04378	486.4025	26.483946	1000.0	32.07008	18.469103	66.80904	-13.620915	385000	-4.005432e-09	180.6184	-0.0439402	-135.61496	5.699475	0.005997094	0.2144	79.0	952.8942356109619
77	469.6402	109.8041	564.2593	258.83182	1000.0	37.78804	14.209367	69.61039	0.29593906	390000	-2.3078918e-08	104.658936	-0.009229291	-37.618263	5.623386	0.0147010805	0.1592	4.0	964.7942144870758
78	392.79892	169.91582	518.1729	64.60226	1000.0	48.394894	9.023828	75.368	24.496172	395000	1.9454957e-08	426.6536	-0.038784564	-372.6113	5.6187983	-0.0013569039	0.2156	79.0	977.3090019226074
79	400.717	109.341385	516.60406	235.17589	1000.0	33.00287	17.020212	78.8267	-4.626819	400000	2.5558471e-08	122.32233	-0.021016464	-72.234085	5.6189666	0.017787887	0.2126	9.0	989.4179735183716
80	396.2068	109.096535	511.29614	199.54683	1000.0	21.034548	22.808357	69.03307	-27.068953	405000	-1.4781952e-08	415.61624	-0.022252928	-350.83093	5.6049094	0.018051278	0.2136	11.0	1001.7612524032593
81	507.3222	42.82909	564.26825	451.85898	1000.0	44.856575	6.484973	68.52155	16.127983	410000	-2.0980835e-09	121.190025	-0.046353202	-34.65692	5.596018	0.011447755	0.2626	79.0	1014.8776123523712
82	473.77652	33.794567	515.8	416.5038	1000.0	41.96865	8.342549	68.23942	19.942486	415000	6.2942505e-09	93.83904	-0.0073533696	-32.409416	5.611835	0.012875969	0.1818	5.0	1027.5885229110718
83	477.37384	77.89839	564.69806	340.41565	1000.0	38.43823	10.766751	76.20929	15.164845	420000	-1.5163423e-08	110.0611	-0.022938835	-49.35239	5.5777664	0.01692894	0.1972	11.0	1040.015055179596
84	499.93256	67.9218	613.9557	414.55753	1000.0	43.318787	11.542855	82.334015	22.1617	425000	-1.7929077e-08	129.53377	-0.027172552	-60.915062	5.6053023	0.015997188	0.2024	13.0	1052.5215120315552
85	486.72394	38.80326	532.8059	435.17273	1000.0	44.898495	7.594733	77.85709	27.966112	430000	1.5258789e-09	91.803825	-0.00740574	-22.091766	5.565113	0.016137727	0.1764	4.0	1065.1820404529572
86	378.5608	181.81462	550.17596	53.638737	964.8	36.346733	24.338226	71.307884	-13.648613	435000	5.102158e-09	274.41888	-0.035956137	-214.73898	5.5544724	0.015230908	0.196	22.0	1077.4904763698578
87	449.11337	40.338203	504.65952	381.2496	1000.0	39.816532	10.517688	78.965645	17.498423	440000	-1.7356873e-08	144.12738	-0.023885308	-70.43309	5.5363016	0.016045429	0.2168	15.0	1090.0372095108032
88	493.4396	100.80622	563.18835	295.0178	1000.0	44.3797	9.904512	77.83787	14.454136	445000	2.1743775e-08	144.64633	-0.037190042	-55.765717	5.546543	0.0150983855	0.2082	58.0	1103.254454612732
89	492.42792	68.3054	603.3367	414.0689	1000.0	43.95265	13.597317	76.854385	22.163439	450000	-1.9073486e-10	87.85386	-0.02926726	-21.921906	5.5812764	0.015417185	0.1922	30.0	1115.7616589069366
90	547.4726	33.799908	589.03503	502.66577	1000.0	48.201927	9.646339	78.72817	24.713097	455000	-1.4305114e-08	100.074326	-0.042609494	-24.083015	5.55513	0.007275879	0.238	79.0	1128.6976277828217
91	412.52353	162.50363	598.11505	202.55634	1000.0	48.55278	14.275053	83.64219	17.21334	460000	1.5258789e-09	464.5192	-0.043520045	-407.3779	5.514051	-0.0006215286	0.2214	79.0	1141.6773891448975
92	474.85455	56.417824	557.441	384.22723	1000.0	39.784122	13.907465	90.486244	17.23548	465000	-3.2424927e-09	152.49222	-0.012560939	-85.08244	5.537786	0.013702364	0.157	4.0	1153.8870441913605
93	461.6439	126.71212	606.08453	237.99399	1000.0	48.835274	11.395345	86.06191	19.196358	470000	3.423691e-08	318.03394	-0.048395656	-269.48526	5.5540423	0.0027869837	0.2382	79.0	1166.5123357772827
94	471.87598	122.11687	584.4789	238.76523	1000.0	46.010162	17.150578	85.83621	8.944789	475000	1.7929077e-08	160.34003	-0.008951502	-79.41406	5.5271916	0.015506324	0.2158	4.0	1178.841370344162
95	457.6897	51.648594	531.0283	400.09796	1000.0	34.392162	13.737433	81.920074	4.6110764	480000	2.07901e-08	169.60925	-0.03162976	-104.12562	5.48728	0.015065115	0.208	21.0	1191.638328075409
96	503.3897	29.531992	545.8167	457.16614	1000.0	47.556427	10.613373	81.24258	20.56872	485000	3.8146974e-09	86.85335	-0.015704168	-31.46756	5.536484	0.015725149	0.1942	11.0	1204.457997083664
97	487.8006	73.81959	555.62946	383.06418	1000.0	40.22075	13.955084	81.45386	12.110384	490000	2.3269653e-08	159.8142	-0.020060204	-82.63999	5.4999857	0.014720565	0.1908	11.0	1216.002385377884
98	476.81494	58.8478	546.5182	390.6298	1000.0	41.746483	14.882114	82.31578	9.468539	495000	5.722046e-09	157.65575	-0.020327637	-83.46398	5.5241847	0.015457904	0.1624	9.0	1228.0266683101654
99	503.97134	60.8823	590.12274	411.96063	1000.0	40.808277	11.397843	72.2338	16.88318	500000	-1.7738342e-08	114.705574	-0.023046141	-37.31507	5.4506154	0.01530561	0.1538	27.0	1240.522295475006
100	468.227	61.202885	570.0039	379.6942	1000.0	45.69034	13.896029	83.478195	16.70583	505000	1.5258789e-09	163.59003	-0.029737124	-84.28173	5.4895244	0.015208142	0.1768	19.0	1247.3050014972687
101	526.5851	68.27785	645.68085	456.58957	1000.0	41.696922	9.302495	74.708305	24.407232	510000	-1.6212464e-08	172.0447	-0.012251822	-90.9362	5.4751625	0.0144666135	0.1958	5.0	1253.518193244934
102	593.39276	39.41996	647.5174	533.41455	1000.0	52.770767	13.812945	82.83688	6.0149384	515000	5.340576e-09	201.4642	-0.038006596	-116.3647	5.4579406	0.015044324	0.2102	27.0	1266.01083278656
103	458.38654	70.62476	546.43854	353.52316	1000.0	45.008877	11.910464	85.268456	27.249014	520000	2.0980835e-09	144.05147	-0.010838816	-80.144196	5.5169306	0.017322257	0.1674	4.0	1278.6081998348236
104	544.62256	60.363945	628.2886	470.60446	1000.0	44.841156	8.948515	76.04256	23.063816	525000	1.5449524e-08	180.90715	-0.047272343	-89.95645	5.4811234	0.009837614	0.2288	79.0	1291.4496881961823
105	483.6622	149.54144	613.0266	193.59724	1000.0	41.754883	17.485924	83.090004	-0.56686604	530000	-9.918213e-09	99.93703	-0.025643302	-43.120728	5.4686465	0.01596797	0.1672	13.0	1303.8341507911682
106	518.40125	46.246586	564.6306	458.6381	1000.0	44.86611	12.306963	82.50988	19.245846	535000	6.6757204e-09	131.11037	-0.018114554	-47.32334	5.444041	0.015557657	0.184	12.0	1316.0791382789612
107	408.89273	235.06241	588.3594	-54.152126	818.2	50.68171	9.17805	75.048775	-27.725859	540000	9.894371e-09	243.88768	-0.022208113	-130.30017	5.4542065	0.018617937	0.1892	12.0	1328.9349410533905
108	558.1125	40.879105	598.05554	492.28433	1000.0	37.383705	19.959272	85.27007	-15.5648775	545000	-1.8405915e-08	462.4558	-0.061325666	-365.52136	5.441053	0.009577611	0.2706	79.0	1341.8850231170654
109	469.89053	154.91125	634.08044	197.4299	1000.0	42.840855	14.198618	86.392075	18.400246	550000	-1.3351441e-08	156.22449	-0.036968686	-100.9376	5.3650374	-0.00026627159	0.221	79.0	1354.39311337471
110	573.9298	34.889	619.9264	515.1178	1000.0	53.236423	15.312702	89.62259	13.501765	555000	2.9754638e-08	191.28377	-0.040230714	-99.89665	5.250207	0.015720174	0.2084	25.0	1367.0632724761963
111	581.7352	46.696476	632.9572	523.3088	1000.0	54.487843	11.967159	94.04766	32.309147	560000	-7.724762e-09	138.59775	-0.0605799	-68.09677	5.297884	0.0152820805	0.2934	78.0	1380.1067473888397
112	549.3158	56.14144	631.04816	472.5616	1000.0	51.163395	11.55913	81.07313	24.38632	565000	1.0490417e-09	150.72525	-0.010798505	-64.99943	5.261956	0.009589896	0.109	4.0	1392.7620050907135
113	506.94516	32.510983	544.4312	463.97116	1000.0	45.9928	8.731362	75.565834	14.862559	570000	5.531311e-09	136.00134	-0.006258141	-61.17009	5.3182425	0.013487139	0.224	3.0	1404.9493355751038
114	609.8222	48.604866	695.4112	546.09906	1000.0	56.243095	9.914582	83.95203	38.376766	575000	2.4795532e-09	144.96742	-0.040474776	-66.06786	5.1993895	0.009602698	0.2196	79.0	1418.4360890388489
115	518.99286	35.558117	556.14105	456.73022	1000.0	38.217	16.917885	85.48513	17.288322	580000	1.7166137e-09	245.46436	-0.022218002	-169.0636	5.2785606	0.017088186	0.1694	10.0	1431.0953760147095
116	561.17993	90.196236	664.4363	421.49677	1000.0	48.64378	14.523173	87.2169	14.187624	585000	3.6239625e-09	107.38555	-0.010559243	-40.787743	5.2991447	0.013145218	0.183	4.0	1443.7664754390717
117	565.8563	58.315254	659.87885	497.60907	1000.0	47.860737	18.070839	92.181526	-6.7276564	590000	3.4332274e-08	325.4147	-0.027702402	-228.39674	5.2584023	0.014405487	0.1854	12.0	1455.9321427345276
118	457.5539	175.03879	591.6433	127.447716	1000.0	53.081627	17.539566	93.50515	17.884304	595000	3.6239625e-09	537.76154	-0.048674893	-475.6921	5.25478	0.009873079	0.2434	79.0	1469.2650237083435
119	578.4801	86.60241	722.3383	479.03964	1000.0	49.80016	13.696572	84.549965	19.620712	600000	-5.722046e-09	232.0789	-0.029683357	-136.82022	5.24479	0.01666244	0.2192	14.0	1482.1206872463226
120	586.3515	86.79391	748.93646	493.33453	1000.0	45.82167	13.930228	88.55989	25.551302	605000	1.5544892e-08	180.54463	-0.02637021	-107.85518	5.2099986	0.01684353	0.1556	14.0	1494.65256690979
121	527.2411	176.61336	734.16266	198.85538	1000.0	57.43703	14.366019	96.83791	32.796524	610000	3.0708314e-08	588.7139	-0.047394726	-501.91736	5.2207026	0.013389215	0.2188	79.0	1508.1540439128876
122	593.98846	49.747906	665.8005	511.5354	1000.0	55.592106	13.4373	92.784805	18.810867	615000	4.863739e-09	163.41461	-0.01232091	-75.81742	5.2133756	0.016838156	0.2112	4.0	1520.675854921341
123	509.6976	151.51474	647.28253	221.2077	1000.0	43.036224	13.718633	89.53626	16.8103	620000	3.6621095e-08	227.27487	-0.020534538	-161.93552	5.206821	0.016053343	0.1214	10.0	1533.8638503551483
124	601.6766	50.981716	653.9001	526.9698	1000.0	49.5605	12.420937	91.48635	24.490347	625000	5.722046e-10	167.35562	-0.056824572	-81.35803	5.211363	0.011900439	0.2684	79.0	1546.592434644699
125	546.9566	105.67485	669.37103	408.2114	1000.0	45.29477	17.087427	90.22041	-0.7113062	630000	6.1035155e-09	149.1492	-0.027832549	-83.55184	5.190894	0.01528407	0.1944	20.0	1558.7201476097107
126	595.56903	55.89944	670.87915	498.0803	1000.0	51.314716	15.801616	93.65395	21.680376	635000	3.8146974e-09	132.86502	-0.022649841	-49.05375	5.227568	0.016350977	0.187	11.0	1571.9440832138062
127	597.4331	78.75408	699.1828	503.56705	1000.0	52.693363	15.597051	99.22579	17.550669	640000	-4.196167e-09	144.06844	-0.024422519	-47.0474	5.17305	0.016316604	0.197	14.0	1584.4465334415436
