Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
25	406.108	59.854618	466.38107	305.96326	1000.0	37.17823	8.567231	65.22399	10.613619	130000	4.577637e-09	106.14015	-0.047042333	-39.9395	6.7459564	0.014020551	0.2508	79.0	332.9463620185852
26	418.84628	28.34736	458.49893	380.78088	1000.0	36.000996	10.577991	67.52261	6.740647	135000	4.005432e-09	86.165665	-0.053172514	-42.889606	6.7380977	0.0109034	0.2404	79.0	346.1116461753845
27	376.4074	31.882147	406.5254	326.43057	1000.0	34.692623	7.033469	61.848076	15.777466	140000	2.4032593e-08	93.04533	-0.011693318	-36.725178	6.6100874	0.019274427	0.2052	5.0	359.00831604003906
28	396.07022	147.81355	502.72522	102.640724	1000.0	37.936344	10.208689	67.161995	11.41127	145000	3.4046174e-08	180.29564	-0.04998411	-116.991486	6.665122	0.014956738	0.2422	79.0	372.04069232940674
29	454.3666	36.1747	506.42786	409.26163	1000.0	39.630627	9.225121	69.990234	6.354886	150000	-4.7683715e-09	129.25833	-0.045027696	-68.99278	6.571031	0.015422438	0.2378	33.0	384.5872857570648
30	339.59467	162.97061	480.7905	64.47558	1000.0	34.904808	12.230158	66.2272	8.307011	155000	-1.0871887e-08	193.54117	-0.017021777	-116.97826	6.555675	0.017246637	0.1732	6.0	397.1952221393585
31	471.67505	19.949333	503.4951	448.9363	1000.0	41.28961	8.767198	68.16228	18.99832	160000	2.861023e-09	99.556725	-0.05098522	-26.449783	6.5409107	0.013182934	0.2642	79.0	410.1888132095337
32	179.95744	289.77325	552.1415	-190.43744	1000.0	26.192516	20.304256	67.61764	-5.2340646	165000	3.71933e-08	372.4397	-0.05512826	-292.7274	6.500335	0.007854834	0.2498	79.0	422.72135949134827
33	438.0567	121.866806	560.5148	207.20894	1000.0	34.468296	19.827623	70.2303	-33.959183	170000	-6.198883e-09	153.82214	-0.030739447	-81.0666	6.516376	0.01585466	0.2128	16.0	435.8739366531372
34	450.1429	119.132385	569.7135	229.48409	1000.0	44.259098	12.388645	71.17934	3.001521	175000	1.5068053e-08	149.43051	-0.026753012	-75.15576	6.4788294	0.016310735	0.2172	12.0	447.9566786289215
35	483.3772	59.129475	558.23865	414.53476	1000.0	41.536324	12.518884	68.10751	-8.53627	180000	-1.3446808e-08	122.44436	-0.012545064	-44.863914	6.4883265	0.015813058	0.2112	5.0	460.4941990375519
36	477.37558	42.336014	556.5793	438.24036	1000.0	44.52825	9.791926	72.18409	21.634163	185000	-5.912781e-09	110.6091	-0.024254654	-35.05317	6.5027385	0.01638128	0.1624	13.0	472.3843483924866
37	401.12302	128.00533	530.9845	158.86496	879.6	41.070072	10.299285	65.15807	17.752357	190000	-1.411438e-08	127.41183	-0.031055996	-65.063	6.4521723	0.015834602	0.199	27.0	484.7934617996216
38	399.17722	191.20566	551.7826	35.616486	830.4	42.52609	7.794425	75.1664	18.900892	195000	-8.5830685e-09	196.32703	-0.029856356	-126.53106	6.423865	0.01639537	0.1792	15.0	496.74787497520447
39	445.91803	59.343685	546.2662	370.37128	1000.0	40.258423	8.412279	72.36562	16.670782	200000	1.0681152e-08	150.07881	-0.0617791	-71.4175	6.389499	0.010667414	0.294	79.0	509.06168580055237
40	516.36444	61.0485	570.7784	404.28098	1000.0	45.425312	7.638588	71.12604	25.916746	205000	-1.5163423e-08	169.2509	-0.05025168	-50.363014	6.3443403	0.015162857	0.2842	68.0	521.4290878772736
41	400.50818	102.59183	560.79333	265.73688	1000.0	42.93821	10.290196	78.38184	17.595291	210000	-7.5149536e-08	189.60255	-0.014320912	-119.651726	6.3300195	0.018926911	0.2544	4.0	533.5449252128601
42	449.3846	33.687664	491.42313	407.5605	1000.0	34.52425	13.077114	84.64718	3.6216874	215000	1.039505e-08	190.2713	-0.021468129	-121.51118	6.302986	0.017531052	0.178	8.0	546.1004781723022
43	464.0102	63.754055	542.0049	354.01105	1000.0	40.05701	8.545535	67.87786	16.074066	220000	-6.1035155e-09	104.929634	-0.021710364	-47.27912	6.282764	0.016425043	0.2038	11.0	557.7985434532166
44	484.2104	79.84147	569.2589	355.00006	1000.0	46.88842	8.223169	71.04618	16.842705	225000	1.2969971e-08	135.3969	-0.022845991	-69.54499	6.306779	0.016087892	0.1806	11.0	569.9652087688446
45	551.02216	11.654857	566.6473	531.7658	1000.0	43.56679	10.9358835	76.65567	1.9466676	230000	-2.3460387e-08	198.0398	-0.019989923	-105.91775	6.1746483	0.017641502	0.2336	13.0	582.3875985145569
46	521.4543	32.586655	582.14075	487.49698	1000.0	49.7835	11.029286	76.61277	16.748793	235000	1.6784668e-08	221.43492	-0.044683095	-126.55915	6.2594767	0.0037399146	0.2316	79.0	594.9471530914307
47	505.1945	61.632935	578.1737	401.7308	1000.0	45.993526	9.575654	73.465126	23.320116	240000	2.2888184e-08	180.24367	-0.013966234	-64.70184	6.274177	0.016689438	0.1674	6.0	607.2250170707703
48	511.04068	35.884735	549.368	449.21463	1000.0	48.660603	6.534815	73.59806	25.073938	245000	-1.373291e-08	155.10837	-0.0076131052	-46.684296	6.223694	0.021360511	0.2598	4.0	619.9040908813477
49	521.9505	36.1083	576.80585	490.1024	1000.0	44.883385	10.627019	76.64091	7.1903253	250000	1.1348725e-08	134.1164	-0.04457593	-46.09445	6.2230935	0.0152557315	0.2296	42.0	632.1926364898682
50	519.9252	70.71928	584.0226	389.34448	1000.0	50.399956	10.388684	78.16014	23.24192	255000	-3.0517577e-09	235.21138	-0.051148202	-139.43546	6.1770735	0.015110028	0.2582	63.0	644.6836593151093
51	582.4691	38.68849	635.6186	521.2916	1000.0	51.685406	8.97066	77.164474	20.87561	260000	-9.346008e-09	166.89716	-0.05012197	-70.428856	6.144109	0.015162341	0.2598	73.0	656.9130597114563
52	533.2108	30.779696	581.4093	497.63635	1000.0	46.784466	9.990177	75.4926	22.558058	265000	-1.5163423e-08	148.69983	-0.012617845	-46.191856	6.1087847	0.013418515	0.1326	5.0	669.2864985466003
53	540.4462	52.118923	599.10785	461.6236	1000.0	47.40429	10.396043	76.11828	22.69759	270000	-1.2969971e-08	138.08203	-0.02494709	-78.372894	6.1033792	0.016344829	0.189	14.0	681.8570215702057
54	520.90186	67.14581	581.7947	394.24554	1000.0	48.717186	10.217941	81.23003	26.482729	275000	-2.4795532e-09	211.03232	-0.05305865	-124.79972	6.0738335	0.010104831	0.2652	79.0	694.6794474124908
55	530.81995	42.8832	575.1076	479.59055	1000.0	45.5514	16.052525	73.44306	5.7344856	280000	1.8310548e-08	200.79575	-0.028869934	-111.93092	6.0912004	0.016043253	0.2276	16.0	707.2573573589325
56	534.43866	112.12099	632.2934	323.79303	1000.0	47.473896	11.2599325	91.115456	17.299746	285000	-1.3542175e-08	226.38443	-0.02634847	-156.2732	6.0594144	0.0168631	0.1904	13.0	719.087527513504
57	583.704	48.07015	635.2988	498.6076	1000.0	52.92723	11.062267	92.53913	25.437992	290000	-1.0490417e-08	172.61372	-0.011958985	-87.9363	6.027901	0.015746966	0.1432	5.0	731.1640865802765
58	508.6848	126.439575	596.04315	257.2477	1000.0	50.9928	12.545441	84.93119	24.784395	295000	-2.2888184e-08	211.29625	-0.037305538	-132.30972	6.046419	0.015312878	0.2038	45.0	744.1957638263702
59	528.0069	31.611912	565.5954	482.49408	1000.0	44.67301	11.580298	79.11276	26.674383	300000	-1.5258789e-09	106.34021	-0.030845415	-46.294933	6.044182	0.015647888	0.1814	20.0	756.5921516418457
60	576.2669	61.6162	670.5147	516.0144	1000.0	54.923832	9.134591	83.872856	35.900005	305000	-8.010864e-09	175.8932	-0.04427098	-69.78633	6.0434914	0.01172838	0.2228	79.0	769.3400704860687
61	545.3276	50.62063	592.3179	450.14572	1000.0	48.56526	12.142656	85.27439	21.27103	310000	2.861023e-09	167.66786	-0.021954546	-56.687378	6.0326447	0.01588233	0.2148	14.0	782.2438735961914
62	575.64923	16.146881	600.8797	557.52966	1000.0	53.100132	9.609126	77.273605	25.570997	315000	-9.918213e-09	108.81959	-0.021170193	-33.219902	5.9444356	0.016123343	0.1974	15.0	794.6525542736053
63	574.2393	46.438774	649.03375	507.37213	1000.0	50.958107	12.613275	76.31838	20.546713	320000	-2.2888185e-09	126.58474	-0.041261386	-54.569527	6.0037622	0.015080975	0.2152	48.0	807.2319893836975
64	567.8622	11.312865	584.3617	550.1806	1000.0	51.31519	14.150906	86.798294	18.46334	325000	4.2915342e-09	131.56157	-0.010266353	-40.46115	5.951851	0.019249346	0.2524	4.0	819.5902469158173
65	555.67596	29.777342	611.3554	530.04553	1000.0	54.722755	10.184054	92.71907	21.36311	330000	1.6021728e-08	170.23221	-0.00976479	-66.97997	6.0016007	0.018103931	0.2234	5.0	831.3622579574585
66	536.8128	36.68477	587.3498	489.30676	1000.0	49.731003	8.726201	73.63599	21.25482	335000	2.670288e-09	157.22847	-0.023020338	-62.37088	5.9455943	0.015543675	0.1922	14.0	843.4741840362549
67	607.674	22.557213	631.4385	574.17267	1000.0	49.5524	10.713939	76.685555	9.117978	340000	-1.039505e-08	175.71008	-0.04684834	-97.41287	5.906803	0.01513723	0.2304	36.0	856.299732208252
68	608.0444	26.545925	641.139	560.49023	1000.0	53.31165	10.097827	80.69406	17.558641	345000	-1.5258789e-09	153.19145	-0.011132386	-69.14477	5.895803	0.015203665	0.163	5.0	868.4778571128845
69	599.6196	46.2636	656.7145	522.8376	1000.0	58.41881	8.783037	86.50543	27.16719	350000	-7.724762e-09	228.15648	-0.011805233	-104.529526	5.9140882	0.016732635	0.226	5.0	875.1291739940643
70	634.6035	18.582233	657.2879	611.21497	1000.0	55.232132	13.099365	90.62512	15.198832	355000	-4.7683715e-09	158.08397	-0.054284614	-81.02123	5.9010134	0.014371733	0.281	79.0	884.9681034088135
71	590.1544	47.31453	627.55194	505.49142	1000.0	49.539158	16.082819	85.67017	13.353488	360000	-1.6021728e-08	174.952	-0.05746077	-95.511536	5.7998266	0.014833723	0.2906	76.0	895.2514369487762
72	614.2108	36.891148	665.59906	555.25165	1000.0	54.602024	10.753607	85.58149	21.045383	365000	-3.4332275e-09	181.71188	-0.04363798	-87.21529	5.7019873	0.011497967	0.2666	79.0	907.6673595905304
73	587.1991	35.987595	648.86633	541.0323	1000.0	57.839268	8.763735	100.293495	29.766666	370000	-5.1498414e-09	203.2492	-0.027949434	-124.557785	5.694026	0.017895114	0.1906	14.0	919.5294859409332
74	595.5665	69.451225	659.07214	466.84763	1000.0	50.895336	10.601746	86.559166	22.425173	375000	3.8146972e-10	214.04465	-0.027938575	-119.02409	5.708069	0.015073428	0.204	17.0	932.0589599609375
75	592.15375	19.612219	621.37506	559.7298	1000.0	55.517963	8.442932	80.057724	30.522148	380000	-7.820129e-09	170.9613	-0.011761254	-72.23766	5.691202	0.015791474	0.2536	5.0	944.4784028530121
76	609.43677	47.94436	677.436	543.3317	1000.0	58.395374	7.299363	88.385796	39.73143	385000	-2.861023e-09	184.33691	-0.05502281	-68.45853	5.72005	0.01246388	0.2798	79.0	957.0846211910248
77	625.5489	86.722824	739.75507	479.48453	1000.0	51.89378	20.754412	103.74954	13.721688	390000	-1.6498566e-08	218.2846	-0.05709271	-146.061	5.6399846	0.0153604215	0.2794	73.0	969.6985151767731
78	616.1743	29.22456	665.37024	583.1114	1000.0	63.327587	9.023373	94.400024	32.39868	395000	5.722046e-09	215.5558	-0.057844564	-139.53342	5.672121	0.012354165	0.3118	79.0	982.594571352005
79	667.32166	19.273567	690.6598	641.6271	1000.0	46.97773	13.549938	77.532074	18.376068	400000	-5.598068e-08	328.4141	-0.030737346	-223.34483	5.5113235	0.016170187	0.1844	27.0	995.3115270137787
80	639.7931	57.75414	702.8882	538.913	1000.0	61.468586	10.292946	89.577194	33.958015	405000	-8.010864e-09	195.35912	-0.03807176	-84.63191	5.5432897	0.015503989	0.2194	38.0	1007.7150740623474
81	645.3753	26.073912	674.69824	608.81396	1000.0	61.252827	10.21716	86.058914	33.26341	410000	4.768372e-10	194.24205	-0.02566412	-88.66107	5.617153	0.01736887	0.2246	13.0	1019.6890735626221
82	698.02295	29.425661	742.9383	664.3534	1000.0	59.105274	11.025765	84.13311	32.190346	415000	1.2588501e-08	258.19684	-0.011793723	-97.734375	5.5200167	0.012136147	0.1128	5.0	1031.03888463974
83	647.53033	63.088985	708.44366	552.992	1000.0	59.5493	10.253682	82.70905	29.701473	420000	-3.4332275e-09	157.70699	-0.010786593	-53.64174	5.5774026	0.017715542	0.189	5.0	1043.4453358650208
84	672.4636	67.34369	789.2497	581.1974	1000.0	57.983955	16.312328	98.80975	28.644754	425000	-1.66893e-08	239.05827	-0.024425063	-119.00562	5.505703	0.017538143	0.1702	13.0	1054.5747525691986
85	611.4496	62.919	682.21356	530.10535	1000.0	56.65565	13.137368	97.74061	6.373378	430000	-3.3378602e-09	165.40813	-0.02139771	-85.39677	5.5094523	0.01731636	0.196	8.0	1066.492727279663
86	615.44226	89.22505	711.7587	464.98917	1000.0	52.144775	16.413862	83.36311	9.181292	435000	1.3637543e-08	316.31726	-0.024259197	-198.2527	5.4831314	0.016185958	0.2276	12.0	1078.7640323638916
87	579.8103	63.825314	669.8838	519.0405	1000.0	58.50744	15.5385895	103.804474	15.265376	440000	-6.6757204e-09	411.4564	-0.029359251	-273.72604	5.452968	0.016805343	0.2276	13.0	1091.3804688453674
88	680.69763	53.784412	738.6129	580.4661	1000.0	58.432438	7.2420936	83.703575	41.727364	445000	3.4332275e-09	208.00897	-0.026992088	-72.39737	5.4468336	0.015390828	0.2148	17.0	1103.9185214042664
89	646.91907	56.20465	708.1006	558.1422	1000.0	56.77427	11.412435	97.03429	33.30695	450000	2.0980835e-09	179.1604	-0.020602034	-54.7164	5.475272	0.016372168	0.1684	11.0	1116.5489456653595
90	651.67444	54.703403	742.2967	588.3457	1000.0	55.387356	17.17788	90.5302	7.1831217	455000	-7.724762e-09	266.9347	-0.025901018	-139.10342	5.380004	0.015820416	0.1946	13.0	1129.149659395218
91	700.1173	62.66224	814.67175	635.5178	1000.0	63.881226	9.8456335	89.121086	32.461723	460000	2.861023e-09	154.54367	-0.053787157	-74.91436	5.3951735	0.011802309	0.2712	79.0	1141.841489315033
92	694.55676	39.456074	769.3245	661.92224	1000.0	56.65915	16.601479	97.96311	1.8428339	465000	-2.632141e-08	245.71205	-0.027924385	-141.87337	5.3780274	0.015625812	0.191	12.0	1153.9551889896393
93	686.0081	45.03681	760.3166	630.81757	1000.0	65.247086	15.28071	102.8032	24.916876	470000	1.3828277e-08	224.8045	-0.026567554	-123.20478	5.36245	0.017363861	0.1968	12.0	1165.583346605301
94	682.8921	21.276556	705.5337	656.4303	1000.0	51.18748	16.738945	97.76561	12.054533	475000	-3.1280518e-08	315.7727	-0.022182725	-217.70535	5.3202834	0.018450702	0.1626	10.0	1177.9824306964874
95	670.57214	28.428095	711.4019	622.45374	1000.0	67.38362	15.038876	102.50972	23.308487	480000	-1.7547608e-08	298.62314	-0.03191956	-169.48195	5.2630467	0.015802508	0.207	20.0	1189.8738241195679
96	691.34564	64.76188	755.17633	578.3015	1000.0	56.45894	9.631375	83.88522	22.480268	485000	-1.3351441e-08	262.87653	-0.023516461	-125.88783	5.2944202	0.01624507	0.2082	14.0	1201.6449892520905
97	665.4751	75.72277	714.1312	515.95746	1000.0	60.972313	15.037842	95.937416	17.636702	490000	-1.1825562e-08	271.6577	-0.050306812	-146.1972	5.3042994	0.012787867	0.2858	79.0	1214.585211277008
98	677.8842	69.77966	747.5295	548.7916	1000.0	58.254524	13.442143	97.109764	24.267511	495000	-1.0681152e-08	248.32033	-0.060355462	-95.19383	5.287153	0.015174724	0.2896	77.0	1226.7752759456635
99	727.3404	58.938217	809.2344	650.1223	1000.0	64.14425	13.255453	97.08017	27.55723	500000	1.3256073e-08	184.3334	-0.051158268	-66.041626	5.232307	0.014357144	0.2684	79.0	1238.6353869438171
100	710.00995	30.035212	757.1139	675.0642	1000.0	72.03218	8.431321	95.20667	48.5319	505000	9.536743e-09	299.88608	-0.010455998	-156.6787	5.2516675	0.020048505	0.209	4.0	1250.03701877594
101	693.65326	48.595463	755.00714	625.5963	1000.0	55.835358	14.136794	87.77919	10.847837	510000	-9.727478e-09	231.3706	-0.022161242	-118.42708	5.226025	0.015912522	0.1884	12.0	1262.237364768982
102	653.4698	66.83668	760.0219	550.3327	1000.0	57.822662	16.64591	96.86789	32.616463	515000	-1.4019013e-08	201.47963	-0.02178348	-77.89528	5.159489	0.017006677	0.2174	11.0	1274.8397941589355
103	722.792	41.23604	786.1357	660.729	1000.0	58.3687	10.347917	87.663536	34.010204	520000	-9.727478e-09	222.34132	-0.026241677	-95.531075	5.119499	0.015548627	0.2022	18.0	1287.4007782936096
104	666.8961	65.03476	757.2003	581.8279	1000.0	64.34434	16.555304	93.265236	10.580151	525000	7.066727e-08	345.51788	-0.008981778	-237.6337	5.2049904	0.021415234	0.2568	3.0	1299.7130196094513
105	697.3531	66.491104	772.9902	606.2492	1000.0	67.26938	9.641069	94.40551	26.943842	530000	7.05719e-09	224.21353	-0.045119055	-94.34958	5.1463947	0.015306836	0.2532	53.0	1311.793983221054
106	733.90326	27.613058	765.5208	690.8975	1000.0	58.535625	14.394157	98.27647	26.59218	535000	3.9577483e-08	260.61346	-0.021851925	-111.15201	5.170716	0.017303176	0.1978	11.0	1323.9532375335693
107	742.86664	64.89817	839.5256	649.6163	1000.0	66.6409	13.326754	110.82731	31.599438	540000	6.6757204e-09	299.4361	-0.05353133	-144.75638	5.212253	0.013240295	0.2832	79.0	1336.106190919876
108	744.4486	64.65722	788.95496	616.1832	1000.0	71.130325	10.306729	103.19018	45.59284	545000	-1.6784668e-08	297.68756	-0.028187279	-171.33527	5.148932	0.018231388	0.2232	15.0	1347.9260830879211
109	719.1572	81.15454	827.61676	622.1114	1000.0	67.66111	13.455927	102.668045	32.838135	550000	-1.5449524e-08	283.1158	-0.023706287	-137.41382	5.131809	0.017838355	0.2048	13.0	1360.3983607292175
110	746.963	38.611877	803.42566	699.23486	1000.0	61.799694	12.463619	93.40232	35.796356	555000	1.6403199e-08	282.9529	-0.024772452	-128.08174	5.182595	0.01722971	0.2102	13.0	1372.4219896793365
111	736.55634	107.97574	848.99084	600.35895	1000.0	68.72519	18.985079	101.843094	4.676134	560000	1.373291e-08	242.05478	-0.04762976	-136.33714	5.11161	0.015179901	0.2406	36.0	1384.8355741500854
112	739.83075	43.517086	800.94257	683.3004	1000.0	63.288433	16.93359	94.35919	25.012083	565000	1.4305114e-08	362.91235	-0.032440834	-221.8666	5.169975	0.015861828	0.2146	24.0	1396.7765412330627
113	746.42944	43.061153	794.62494	668.67035	1000.0	67.89728	15.662913	110.49255	21.707798	570000	1.5258789e-09	254.08005	-0.027335335	-126.04828	5.04879	0.01660647	0.2194	16.0	1408.7154922485352
114	763.4689	52.35853	831.1716	710.9472	1000.0	70.861496	17.502695	103.75629	22.645554	575000	-1.6021728e-08	228.72992	-0.047204323	-95.27855	5.1280217	0.015159137	0.2468	57.0	1421.4923515319824
115	773.78534	35.77115	815.45	727.9965	1000.0	72.47665	13.957919	103.824615	41.342133	580000	2.1648408e-08	247.16945	-0.051990964	-133.02838	5.060505	0.008595529	0.2536	79.0	1433.4047186374664
116	780.02234	57.950874	853.79266	687.7402	1000.0	69.65257	17.092762	116.22076	31.23733	585000	-8.9645384e-09	259.34848	-0.024181934	-174.47827	5.0781093	0.017229404	0.1676	10.0	1445.6347103118896
117	722.9159	66.07171	816.1373	635.08856	1000.0	66.82589	19.699802	115.19004	7.742559	590000	-1.7547608e-08	351.91196	-0.029795302	-217.18076	5.0807	0.016695242	0.2232	14.0	1457.9963550567627
118	784.2718	44.43568	839.28876	705.1356	1000.0	68.41886	10.781172	108.45877	39.164112	595000	-2.861023e-10	330.48224	-0.056861047	-192.68645	5.050718	0.011990065	0.3094	79.0	1470.4388251304626
119	792.01666	41.002216	842.03204	731.17944	1000.0	72.38704	12.559648	101.72091	35.549118	600000	-1.935959e-08	262.32773	-0.029804574	-130.70961	4.984825	0.01596053	0.2132	13.0	1482.6311087608337
120	773.4282	27.354822	810.3722	743.49036	1000.0	69.25856	17.136358	104.91274	26.404392	605000	-1.9073486e-08	339.60944	-0.0114618465	-206.19707	4.9497967	0.014936044	0.1592	4.0	1494.9170377254486
121	782.25446	55.553116	872.17303	706.17163	1000.0	72.95087	15.9716015	112.87486	24.270891	610000	1.2683868e-08	206.01906	-0.02575074	-82.87332	4.9537535	0.016181638	0.2122	12.0	1507.2409317493439
122	722.39734	62.042458	806.4684	616.09955	1000.0	70.8007	11.188675	102.01061	37.912422	615000	1.2207031e-08	290.4607	-0.0143170655	-148.88206	4.961728	0.015792666	0.1714	5.0	1519.2289190292358
123	718.5843	82.75086	828.3682	612.21405	1000.0	62.642036	21.761251	106.64022	5.72069	620000	-2.2125244e-08	268.66147	-0.032312263	-162.38484	4.9991555	0.015555669	0.206	17.0	1529.581784248352
124	703.745	116.35006	870.9999	536.9083	1000.0	57.16609	21.658094	100.64553	20.239304	625000	-1.8310548e-08	403.8016	-0.03088919	-217.85991	4.9555755	0.01669545	0.1924	19.0	1541.6714856624603
125	780.73413	57.902454	835.75995	683.354	1000.0	68.988075	12.619343	94.027084	26.577442	630000	-9.155274e-09	245.07758	-0.014647725	-140.35397	4.9670506	0.018860003	0.2222	5.0	1553.1464025974274
126	780.98303	47.595196	835.57996	700.1172	1000.0	65.43435	21.303194	106.690384	8.033576	635000	1.3637543e-08	254.31955	-0.028185701	-163.34851	4.9583445	0.016396817	0.2006	15.0	1565.991010427475
127	719.0145	110.27794	872.2739	600.2664	1000.0	67.27729	15.729819	100.17404	24.911505	640000	-2.193451e-09	203.37923	-0.05647164	-96.80727	4.9416084	0.010537585	0.288	79.0	1579.4363374710083
128	750.9567	64.37749	831.5878	677.5502	1000.0	70.81528	20.930359	114.1924	18.620884	645000	-1.926422e-08	219.44443	-0.029225798	-100.582375	4.903434	0.014919284	0.1756	13.0	1591.9313633441925
