Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
19	4.634392	53.00884	57.89788	-92.15041	549.2222	0.70572	12.2010765	48.47233	-24.227196	100000	-0.015288394	82.4228	-0.0040306672	-54.87641	7.2889647	0.0027200917	204.16908812522888
20	58.659225	41.44911	115.71648	-25.824413	614.375	7.6354156	8.27469	42.85581	-9.17326	105000	0.030497607	105.2773	-0.0015426483	-74.937614	7.332047	0.00045199486	212.980642080307
21	67.15596	60.74922	125.96063	-68.10237	507.0	11.497015	10.686516	41.75831	-8.479517	110000	-0.033809993	120.6599	-0.0017716028	-92.542885	7.384986	0.0013246023	221.19282865524292
22	55.82529	64.0976	170.03255	-9.942786	821.1667	9.126892	12.336883	46.106415	-6.0939455	115000	0.0412168	80.50218	-0.0015348122	-67.90859	7.2892814	0.0005829793	229.47059750556946
23	47.091125	74.14878	126.20947	-98.15224	676.0	10.865004	9.722638	38.055096	-5.2690015	120000	0.020906981	151.07974	-0.0013085008	-117.23175	7.3490033	0.0025537808	238.61739134788513
24	-4.5433106	35.247894	49.19894	-54.02299	640.8571	0.10056089	7.9201694	35.24815	-14.080343	125000	-0.023469657	104.6296	-0.0025186911	-72.987335	7.3325295	0.0011537891	249.46414041519165
25	26.67867	118.47315	144.5114	-230.71483	651.1429	8.483794	16.190481	43.523624	-34.00105	130000	-0.0064109513	127.145	-0.0016900622	-86.96994	7.307944	0.0014065857	258.50676918029785
26	85.131874	108.36758	314.0967	-3.4913063	784.3333	1.5252607	15.5202	44.8956	-28.616478	135000	-0.025490884	141.87552	-0.0019224379	-112.82643	7.342978	0.002226422	268.09917163848877
27	149.60558	59.93654	244.00644	53.633636	798.8333	17.54666	8.352871	45.9247	-0.64779234	140000	-0.008932399	41.073517	-0.0013954649	-18.379246	7.381568	0.00078152126	277.7562355995178
28	71.657135	105.0235	253.25682	-83.73441	768.5	1.452723	15.7085285	44.89271	-23.210453	145000	0.04065537	79.999176	-0.0014613643	-58.567333	7.3260436	0.00053106935	289.65153765678406
29	136.02547	39.004658	201.82213	95.19119	840.8	15.819547	10.462947	47.718693	-4.3405056	150000	-0.009423743	63.858727	-0.002515736	-47.75512	7.330461	-0.000222331	299.6025092601776
30	94.03375	54.132645	155.46478	3.8870134	853.4	10.461277	13.253037	45.60605	-10.12445	155000	0.018598713	71.883415	-0.002387138	-43.590996	7.3587937	0.0014550255	311.5745780467987
31	42.439724	65.26862	173.28342	-19.787832	665.4286	11.6288395	15.311857	39.629494	-12.21676	160000	-0.05531206	154.80725	-0.0021066703	-130.77844	7.3475494	0.0016487781	323.36292719841003
32	172.25964	159.38983	367.6474	-66.2877	840.6	10.944973	18.800043	50.039616	-22.79206	165000	-0.012026313	85.71948	-0.00073502865	-51.172413	7.3387017	-0.000604782	332.4918429851532
33	102.20774	106.549644	247.24043	-105.944916	731.1667	14.464427	17.156715	57.746933	-12.715681	170000	-0.0035739974	77.14716	-0.0025440655	-51.50267	7.3349814	0.0010258853	344.9251000881195
34	124.018105	99.4742	295.366	12.889863	860.6	10.369705	16.709887	55.05733	-15.451623	175000	0.013840634	72.220695	-0.0025039008	-48.341743	7.3391976	0.0017052979	355.9849622249603
35	130.0737	159.85603	386.3473	-54.754715	932.4	12.043578	15.142752	47.29182	-12.200383	180000	-0.0323837	84.490364	-0.0007426813	-53.848976	7.2907205	0.0007082932	365.74129366874695
36	117.83068	87.075905	223.97348	4.5629354	825.1667	8.285386	14.209804	50.60459	-51.83243	185000	0.0038744095	230.62	-0.0019492051	-212.5714	7.4120617	0.0014477491	375.5203733444214
37	190.40405	116.23366	330.4579	48.040833	1000.0	18.590322	14.975522	48.108788	-3.5168	190000	-0.014783322	47.738926	-0.001295927	-33.034187	7.322901	0.00021858425	385.08756494522095
38	143.38664	162.1803	374.13733	-79.807785	1000.0	13.862008	14.83287	48.74337	-12.774412	195000	-0.06753619	78.88536	-0.0012799874	-56.387604	7.369425	0.0015338357	393.64222168922424
39	303.11078	140.58542	434.71173	33.640835	1000.0	30.101988	15.590368	60.653996	-6.5079284	200000	-0.017005773	97.49947	-0.0008605365	-63.167553	7.3502593	0.00014959784	401.76014375686646
40	192.28311	139.89526	339.57922	-4.609155	1000.0	15.279892	22.174868	57.157925	-21.829556	205000	0.031045655	111.73342	-0.00055305846	-74.68896	7.331786	0.00025824437	410.603547334671
41	200.23846	134.55083	368.2135	31.164906	1000.0	18.024359	12.946661	54.434994	-5.0050807	210000	-0.053005945	57.198	-0.0012925826	-36.70565	7.325331	0.00020643549	422.5133180618286
42	176.13162	100.136925	287.09705	52.490498	1000.0	16.039944	20.097319	62.53701	-14.314533	215000	-0.04329892	45.674328	-0.0012346916	-27.949621	7.305089	0.0009964388	431.56540608406067
43	115.21206	129.34393	294.71323	-100.192856	1000.0	13.174386	18.680574	54.79401	-20.220127	220000	0.004367067	104.415184	-0.0016960115	-82.21471	7.342886	0.00070407224	443.86019563674927
44	173.63855	179.7273	405.76672	-39.9455	1000.0	9.142024	23.220789	55.498653	-27.051184	225000	0.009815024	79.09309	-0.0009258278	-44.36905	7.375558	-5.313492e-06	456.38528752326965
45	200.37659	113.88386	319.78256	15.106109	876.2	26.487318	21.361284	61.86917	-16.267979	230000	-0.009030222	115.44605	-0.0003858339	-89.15901	7.339123	0.00018548132	467.89894008636475
46	235.57983	76.0904	332.48117	143.97919	1000.0	20.188772	15.152373	55.65329	-8.108869	235000	-0.030287266	46.917156	-0.0011681207	-26.536295	7.319882	0.00079262204	475.6138572692871
47	158.63504	110.57625	299.7729	31.316856	1000.0	17.21041	20.50091	49.57625	-14.976264	240000	0.0026141114	115.25848	-0.001053672	-82.32551	7.418082	0.00037487102	482.20439291000366
48	160.94489	114.30099	285.2957	-47.08517	1000.0	8.3765	19.540045	54.52976	-22.440018	245000	-0.01693098	97.08384	-0.00115899	-71.54939	7.310893	-8.966374e-05	490.46891713142395
49	252.40805	121.25877	416.73547	74.740944	1000.0	25.572485	17.91992	53.50854	-9.1359625	250000	-0.05647265	126.83786	-0.00083398446	-93.650955	7.373327	0.0001791161	503.54594922065735
50	210.0579	82.70075	301.20917	93.351295	1000.0	18.063818	15.054925	52.49495	-6.1996665	255000	-0.074960686	25.125433	-0.0007633418	-11.795421	7.373222	0.00014052748	515.5506019592285
51	167.47415	61.848503	278.7323	101.7648	1000.0	12.5676	13.512124	47.27953	-5.3420477	260000	-0.009410703	38.206306	-0.0018532714	-20.55832	7.30183	0.00041675344	523.8939695358276
52	250.519	58.68319	308.74664	137.4121	1000.0	29.069088	16.988562	56.48622	-8.308358	265000	0.024730442	115.17089	-0.0006962586	-92.950485	7.4083033	0.00019956555	531.5743193626404
53	273.47113	135.7149	399.3442	67.775734	1000.0	24.538498	16.91574	50.093742	-15.323771	270000	-0.024612939	79.59168	-0.0011262447	-38.860256	7.332395	2.1312715e-06	539.9905521869659
54	322.14688	45.099678	373.22308	257.85834	1000.0	26.16188	15.728169	61.901157	-8.128497	275000	0.025294928	92.145355	-0.0012472067	-51.311337	7.3551016	-0.00022293848	553.0091483592987
55	165.25943	68.80391	253.37881	52.348804	1000.0	20.206306	10.55239	55.726456	-0.73108613	280000	-0.02137914	99.27024	-0.0012091734	-70.67991	7.343361	-1.6886233e-05	563.6651997566223
56	127.68959	53.11963	209.77	53.168865	918.8	10.135447	13.082463	53.961212	-11.453619	285000	-0.0042626113	43.400158	-0.0013198717	-25.395565	7.361584	-0.00023751192	572.2087459564209
57	218.11057	194.51308	485.96664	-68.9399	1000.0	22.351074	17.784544	58.845528	-5.724941	290000	0.019755844	179.27573	-0.00078493357	-143.33894	7.385631	0.00058956334	580.6502158641815
58	143.84116	178.16638	449.74976	-36.897717	1000.0	14.047547	23.211105	60.69729	-14.757266	295000	0.020086132	62.583736	-0.0014414247	-36.00748	7.3335314	0.00042172923	593.3863408565521
59	315.5363	134.03757	422.6999	50.85923	1000.0	25.649874	13.459825	63.495056	-11.451259	300000	0.016100073	73.13542	-0.001067169	-35.553875	7.31355	0.0001747861	602.5183928012848
60	307.65897	85.41091	437.75937	199.14522	1000.0	26.986065	16.046133	60.44601	-4.4090705	305000	0.005384439	66.484184	-0.0009638765	-34.873302	7.3381767	4.7469235e-05	609.6402130126953
61	360.96997	74.77156	444.51538	252.574	1000.0	32.378838	11.327502	52.881462	0.02334696	310000	0.0013759369	64.827324	-0.0009989929	-18.193565	7.2826343	-0.0002938672	615.9711186885834
62	337.6447	56.227592	429.03235	268.4589	1000.0	30.038519	12.9962435	56.09217	-2.6456118	315000	0.016779603	59.118626	-0.0006317068	-29.848913	7.3512053	-1.6458845e-05	622.4542415142059
63	286.73993	64.81606	378.87878	197.8623	1000.0	25.789497	13.456498	60.67865	-2.856433	320000	-0.040683113	107.8807	-0.0010385029	-70.582825	7.319986	-0.00013714914	629.4373064041138
64	266.90958	153.06332	416.4946	9.586886	1000.0	24.663168	15.684135	60.713627	-14.5810375	325000	-0.028827805	74.22993	-0.00083160587	-33.71198	7.295607	0.0003300622	636.282968044281
65	223.16216	110.71982	350.7291	27.725203	1000.0	21.423811	13.86254	53.775845	-3.5597613	330000	-0.04048586	103.2223	-0.000812158	-75.544075	7.321048	-0.00028209816	642.3080115318298
66	291.43024	119.14445	444.82755	169.15358	1000.0	22.876972	16.431477	58.340725	-7.4171267	335000	-0.005011041	65.62707	-0.0013328455	-35.770134	7.2990975	0.00018224063	649.1902806758881
67	323.49377	124.37655	476.17557	100.12576	1000.0	34.217457	21.312708	64.15812	-11.653282	340000	-0.019237261	98.63079	-0.00062495656	-78.92477	7.336319	0.00019847727	661.7606780529022
68	407.26538	51.14601	463.0669	325.01117	1000.0	27.438356	13.392984	52.961052	-4.7794285	345000	-0.026034301	178.04793	-0.0010489319	-159.06894	7.3654656	1.6419315e-05	672.4404034614563
69	331.15338	52.281815	421.66412	268.5865	1000.0	36.386124	13.716368	61.316452	4.985142	350000	0.0070750793	117.44792	-0.0011324249	-81.9187	7.310575	7.043152e-05	680.5059835910797
70	297.20358	142.3726	494.51254	76.549255	1000.0	28.092682	17.63776	60.835804	-7.894055	355000	-0.011763529	122.88555	-0.0005831979	-91.009514	7.309736	0.00029602117	689.0627884864807
71	390.2254	52.721413	440.10638	288.36295	1000.0	35.076237	13.133915	57.179657	-1.7792374	360000	-0.0143790925	120.13859	-0.000796739	-69.33913	7.3198256	0.00023922249	698.070951461792
72	304.23053	59.888626	390.34915	228.80666	1000.0	23.41321	11.156696	58.14451	1.6136866	365000	0.004101786	120.36795	-0.0007539743	-95.46694	7.31809	-8.4788946e-05	710.4797546863556
73	393.68637	80.91858	476.4929	251.35468	1000.0	29.653143	12.803077	61.21258	2.26942	370000	-0.006966733	101.29047	-0.001030698	-76.71182	7.311654	-0.00011196232	720.910359621048
74	403.8095	59.607418	452.6267	309.95337	1000.0	42.560223	14.251694	65.50832	4.129902	375000	-0.05058766	114.71693	-0.0006464571	-75.58595	7.356453	-0.0002003994	733.2523336410522
75	350.8789	56.33647	429.21237	264.48047	1000.0	30.89101	13.70058	60.544308	5.982142	380000	-0.013378913	47.77554	-0.00079108216	-25.728565	7.317893	-0.000104290724	745.8431742191315
76	250.24585	147.51474	520.5224	90.585915	1000.0	22.639236	18.4188	61.094555	-4.22174	385000	-0.024526902	46.81338	-0.0016012173	-24.424494	7.3662686	0.00014667759	757.5549137592316
77	327.4687	96.62941	444.93683	201.24603	1000.0	31.77657	15.904361	62.27024	3.7003307	390000	-0.041212782	73.93999	-0.0012821034	-42.8868	7.3006334	-7.496595e-05	768.7596294879913
78	374.68994	43.061092	415.5333	302.49982	1000.0	35.83958	14.956741	64.4467	1.9006609	395000	-0.02719206	93.460434	-0.00043818913	-55.222042	7.298758	0.00044498566	778.4559092521667
79	341.60718	96.64085	469.01062	215.37686	1000.0	30.845194	14.0223255	59.30197	-1.5587145	400000	-0.01641598	52.704742	-0.0012101438	-20.4468	7.3295155	0.0002796422	786.5822374820709
80	342.5498	93.03216	452.16696	202.64786	1000.0	23.566082	13.909306	58.319992	-3.0347676	405000	-0.021972787	134.33977	-0.0013287328	-94.69501	7.3226376	0.00035662812	795.4773733615875
81	400.66376	56.785656	477.18015	330.60522	1000.0	41.53388	12.388307	69.68486	7.4154453	410000	-0.052812684	128.2814	-0.0007138178	-95.29559	7.3335047	-0.00013745761	807.5363898277283
82	338.29373	72.65955	431.6134	236.26508	1000.0	26.316984	16.347408	66.84394	-8.45755	415000	-0.049374614	68.30353	-0.0012934618	-47.70391	7.373698	0.00013568916	819.2321722507477
83	384.22552	38.358963	449.30032	338.0394	1000.0	40.248196	12.642976	62.032856	8.035083	420000	-0.08413729	111.9501	-0.0012339652	-71.13104	7.3417172	0.00027814435	830.9788067340851
84	344.33676	94.15932	487.0952	243.69695	1000.0	26.449638	11.215933	57.33563	5.352763	425000	0.023228556	152.90356	-0.0013265572	-108.32416	7.378183	0.0003715853	841.5784664154053
85	339.11185	95.198425	526.496	272.76093	1000.0	29.558634	18.281195	66.969505	1.3677953	430000	-0.04163034	84.012215	-0.0012174174	-46.320484	7.345042	0.00056402304	852.1849226951599
86	413.5539	58.40508	482.76367	312.4807	1000.0	35.889507	13.133656	62.536903	-4.182327	435000	0.011721793	87.49635	-0.0010807132	-33.358322	7.3362694	4.6393776e-05	860.0024416446686
87	402.3704	120.7799	508.33044	242.2815	1000.0	37.07987	15.191433	64.18215	6.3310285	440000	-0.0448319	89.51664	-0.0004853569	-34.50684	7.3006625	0.00024208016	866.8202033042908
88	432.61847	44.934753	488.56955	369.9587	1000.0	39.94667	11.328555	75.06299	2.5873947	445000	-0.06699555	128.65884	-0.00094171613	-82.32651	7.304756	0.00035991796	875.0347368717194
89	330.12616	60.41787	411.17514	237.72784	1000.0	33.450176	11.153732	59.09342	3.5024102	450000	0.0054956847	97.102684	-0.00078127906	-72.217834	7.3531218	0.00024442587	884.465089559555
90	368.81732	56.685925	443.06998	306.39517	1000.0	28.638132	16.754133	63.349796	-7.404723	455000	-0.020194659	101.95947	-0.000989262	-74.79234	7.34425	-1.3901376e-05	892.7836754322052
91	355.94098	64.32321	420.35718	277.2142	1000.0	28.656906	17.845364	70.50358	-6.814704	460000	-0.046906102	100.51239	-0.0011255927	-62.81364	7.303825	-0.00016700926	901.6030380725861
92	422.13263	99.88755	511.89978	232.0002	1000.0	40.10067	14.486488	60.542667	2.6807027	465000	-0.08459001	104.70136	-0.0008643791	-46.526443	7.318844	0.0004576841	911.9551222324371
93	349.80328	104.54507	531.8019	226.36737	1000.0	29.07494	15.392428	60.119644	-7.1882067	470000	-0.0050383382	90.58378	-0.0013688076	-63.055054	7.336049	0.00048740348	922.2438766956329
94	476.72226	44.25121	509.57513	389.73376	1000.0	45.823017	10.957373	69.87777	7.603527	475000	-0.031241175	93.75106	-0.0013881177	-62.40379	7.3353095	-0.00024230251	930.4052431583405
95	393.0297	83.73525	534.0093	318.82584	1000.0	37.609158	20.979084	71.48144	-13.924242	480000	-0.0076607848	200.89673	-0.00084687024	-138.47859	7.296607	0.0007042844	939.6740560531616
96	368.69235	112.256325	513.7941	219.88545	1000.0	36.59939	13.357231	65.72829	6.5774746	485000	-0.046951134	117.02155	-0.00043845177	-63.90454	7.3452616	8.621931e-05	948.3596982955933
97	422.44635	110.45986	543.93726	250.99483	1000.0	38.315586	15.822871	62.481983	6.3580275	490000	-0.032384504	87.03484	-0.00082785636	-29.08553	7.3163624	4.5099543e-05	956.5998330116272
98	480.84048	68.69213	572.3748	362.22995	1000.0	40.69138	12.385756	60.56505	5.6319337	495000	0.0015888137	80.462296	-0.000949105	-43.099712	7.3514743	0.00021068064	966.9040877819061
99	439.8606	66.73741	506.30048	358.90558	1000.0	38.441414	21.780783	67.58204	-13.40945	500000	0.013413494	232.96326	-0.00071911234	-166.47781	7.271483	0.00012582044	976.5623104572296
100	398.93146	123.09021	561.13556	231.96603	1000.0	33.29265	18.5011	63.6958	-3.5285032	505000	0.0010221901	119.5951	-0.0006969627	-50.51731	7.312292	-1.838193e-05	987.8612711429596
101	406.97717	69.167885	498.70938	347.7176	1000.0	41.929775	13.367116	68.23479	7.8465853	510000	0.010401021	140.3318	-0.0008359058	-85.76932	7.31239	0.0001722024	998.8280906677246
102	464.008	53.949673	538.20197	382.62494	1000.0	36.346195	15.759441	61.999733	1.2929795	515000	-0.027359258	152.92732	-0.0010890942	-106.525055	7.297317	0.00018033733	1010.0273230075836
103	433.17813	68.73135	500.8721	313.18933	1000.0	39.39118	13.77208	63.05918	11.499031	520000	-0.07730838	76.4137	-0.0009919629	-32.403435	7.351254	0.0002278665	1020.1391179561615
104	404.36932	59.499752	457.346	290.21158	1000.0	33.739914	12.483223	62.492496	5.941857	525000	-0.033233937	82.76155	-0.0007438585	-45.485226	7.31715	0.00032959317	1030.8964941501617
105	504.68182	59.657864	556.3312	390.09946	1000.0	49.08918	12.253815	73.2619	3.012179	530000	-0.08392357	100.860725	-0.00065360963	-48.85507	7.328353	0.00017469154	1042.188503742218
106	468.77386	58.9438	508.54773	351.50513	1000.0	39.352856	13.299266	63.230404	2.8049996	535000	0.01632773	99.86167	-0.00051775016	-64.258026	7.314761	-3.9048195e-05	1052.5948696136475
107	416.67853	33.337406	457.36572	371.52805	1000.0	40.649403	22.941368	83.4843	-6.1575565	540000	-0.04478222	260.09613	-0.00080714	-217.80287	7.3375354	3.057809e-05	1062.113268852234
108	368.3277	86.21491	529.1064	288.23407	1000.0	33.610195	8.606693	61.138256	17.127394	545000	0.007594614	114.94459	-0.0008202549	-67.96506	7.326661	-6.1995794e-05	1074.0060613155365
109	435.67206	44.709625	503.47195	385.95346	1000.0	42.02367	18.726458	70.040215	-3.3424501	550000	-0.010844971	87.98811	-0.00075478293	-57.52781	7.2972436	0.00018692588	1085.6312720775604
110	428.23145	44.629463	502.41885	368.13525	1000.0	39.169327	16.010868	71.33748	2.044288	555000	0.04861675	152.94925	-0.00091155246	-87.27515	7.2460704	0.00011552024	1095.56538438797
111	491.66583	68.23668	611.65045	416.05023	1000.0	42.858112	11.016706	67.79954	11.134854	560000	-0.012179727	131.5263	-0.00032334775	-61.687057	7.3145256	3.3995962e-05	1103.486567735672
112	510.8609	37.690613	548.78174	453.60645	1000.0	44.944336	14.452499	72.15299	-0.28611064	565000	0.026786435	83.46655	-0.00048611127	-47.38657	7.307714	0.00018320828	1114.0631189346313
113	466.0419	70.402245	522.2066	342.3941	1000.0	47.795887	13.6712055	73.896614	15.460143	570000	-0.047670554	197.4435	-0.0008669533	-133.02554	7.3606977	0.00014251837	1126.2369911670685
114	458.84064	69.629585	557.76074	377.32544	1000.0	37.545544	14.891276	64.34315	-3.8232234	575000	-0.0230849	134.6423	-0.0004387349	-91.573296	7.240078	-0.00015758205	1134.9081995487213
115	462.2857	80.52897	575.8152	361.20764	1000.0	43.666862	11.248948	64.832054	10.652688	580000	-0.025585482	86.08601	-0.00077540055	-46.85777	7.3187017	8.7226435e-05	1145.7670047283173
116	452.59286	30.083334	479.70636	395.49826	1000.0	42.36258	16.643616	75.186905	-3.0065804	585000	-0.016255971	163.4327	-0.0006467365	-123.39108	7.3396826	0.00010039172	1154.8601388931274
117	476.63858	82.5168	532.77106	314.8364	1000.0	47.514153	12.108587	69.34084	14.29446	590000	-0.03381843	112.83359	-0.00041593984	-74.06016	7.299878	7.1061136e-06	1166.6049411296844
118	502.58942	37.27695	557.1876	457.11688	1000.0	42.238533	13.357288	64.79077	1.7261822	595000	0.0019913963	200.0284	-0.0006312191	-123.76461	7.3081517	0.00010006447	1177.9067652225494
119	430.5852	60.09439	497.0179	344.36612	1000.0	43.134304	10.553586	73.42361	16.663532	600000	-0.058417577	136.0548	-0.0005919188	-81.81653	7.31629	0.00016408319	1185.9341313838959
120	397.1261	89.33549	554.76904	288.90347	1000.0	32.084026	12.379866	63.33428	3.4045002	605000	0.014344648	93.09422	-0.00058197416	-62.321655	7.276186	-9.8162076e-05	1197.592603445053
121	453.3418	63.39762	531.0586	369.46976	1000.0	41.073517	11.209448	63.145695	12.091693	610000	0.0047437972	119.21158	-0.00054320507	-72.6976	7.2823725	6.3709354e-05	1204.9247977733612
122	511.08356	49.14411	600.54333	466.2778	1000.0	47.21745	14.853076	71.846596	3.9452903	615000	-0.018520415	140.65338	-0.0004410129	-98.47131	7.2946234	7.064848e-05	1217.4700605869293
123	526.7788	30.88801	563.5639	483.31393	1000.0	46.775715	12.245208	66.80871	2.7682984	620000	-0.022506246	165.5128	-0.0002892278	-81.87783	7.288409	-0.00011806464	1230.4373931884766
124	438.69025	67.50733	514.17487	319.81033	1000.0	40.422714	12.546941	69.81085	11.888076	625000	0.027107092	104.48557	-0.00055436604	-60.859303	7.2944264	0.00010721116	1243.0343716144562
125	441.72247	81.03022	583.9944	348.05124	1000.0	35.10245	15.276312	70.84076	-2.4235187	630000	-0.017561471	96.483284	-0.00059710443	-60.3375	7.284993	5.1820374e-05	1255.8439886569977
126	470.2076	46.168995	556.8601	421.92242	1000.0	43.789085	12.94818	69.153175	13.384459	635000	-0.092090234	113.05778	-0.0005919039	-62.116447	7.32044	-1.0044003e-05	1268.7123568058014
127	484.30615	75.75901	552.98047	339.16516	1000.0	47.94751	13.348943	74.578545	8.877301	640000	-0.03476348	160.36404	-0.00033710897	-91.951744	7.2612195	0.00010024705	1281.833912372589
128	494.0254	46.11214	548.2398	414.45062	1000.0	46.23747	15.535968	73.01913	-6.24008	645000	-0.042662054	123.96558	-0.00058398396	-59.850555	7.2869296	0.00013034057	1290.3975431919098
129	497.30975	77.031715	617.11993	407.39093	1000.0	46.42499	11.688313	70.42412	13.586203	650000	0.013353555	151.64928	-0.00078777596	-91.23621	7.2711897	6.479755e-05	1297.8046901226044
130	542.9482	35.028236	589.3516	484.9733	1000.0	46.529343	10.383848	72.28147	19.15258	655000	-0.0045676758	148.38237	-0.0009468873	-78.67044	7.2772326	0.0001331501	1305.1644093990326
131	501.11368	28.700916	545.83124	468.62463	1000.0	48.159317	15.204728	77.7143	12.973233	660000	-0.004671244	165.82635	-0.0005761916	-110.93521	7.31198	-3.0284786e-05	1314.3696649074554
132	489.91757	41.88712	543.14685	422.64523	1000.0	47.11787	10.2849655	71.68693	17.864637	665000	-0.02693944	126.18112	-0.00073593855	-59.5112	7.268182	-0.00014498214	1324.6855821609497
133	476.1884	67.54296	606.5849	418.94916	1000.0	36.49063	11.0714	63.060783	4.299918	670000	-0.08747047	172.24976	-0.00058966875	-116.795494	7.274382	7.4193624e-05	1331.3025317192078
134	514.2438	32.148624	558.0499	473.8724	1000.0	47.494705	9.417201	77.28752	15.344946	675000	0.06216882	136.44786	-0.00053972006	-96.71123	7.263794	-0.0001259357	1341.806078195572
135	447.69525	37.223606	499.53107	396.90897	1000.0	39.554264	10.975328	65.787056	12.351543	680000	-0.038187787	148.19478	-0.0005620159	-92.18822	7.2774487	1.6454744e-05	1351.9946744441986
136	520.4875	32.338352	562.4366	462.7271	1000.0	46.770702	11.468483	72.75673	5.336221	685000	-0.06571102	98.839195	-0.000676699	-40.707047	7.317128	7.757378e-06	1360.0483632087708
137	504.3452	63.125298	579.04877	390.49734	1000.0	43.669827	15.84262	74.20155	12.155239	690000	0.02194374	184.94487	-0.00035624392	-135.38663	7.2881765	-2.3669243e-05	1367.7263596057892
138	525.0054	24.313162	557.47034	500.53616	1000.0	48.694687	13.2455435	72.28048	12.435732	695000	0.0091101155	123.78368	-0.0006272672	-67.887955	7.3024197	-8.664842e-05	1377.4774284362793
